datum,uhrzeit_start,uhrzeit_ende,zaehlstelle,richtung_1,richtung_2,gesamt,min-temp,max-temp,niederschlag,bewoelkung,sonnenstunden
2018.07.01,00:00:00,23:59:00,Arnulf,1105,66,1171,12.2,23.5,0,0,15.6
2018.07.02,00:00:00,23:59:00,Arnulf,2195,149,2344,11,24.5,0,8,15.6
2018.07.03,00:00:00,23:59:00,Arnulf,2400,137,2537,12,26.6,0,71,12.8
2018.07.04,00:00:00,23:59:00,Arnulf,2146,139,2285,16.1,26.9,0.2,86,7.7
2018.07.05,00:00:00,23:59:00,Arnulf,2021,114,2135,13.7,26,8.9,81,5.9
2018.07.06,00:00:00,23:59:00,Arnulf,692,58,750,15.4,20.7,13.7,98,0.5
2018.07.07,00:00:00,23:59:00,Arnulf,1479,70,1549,13.9,24.8,0,41,12.3
2018.07.08,00:00:00,23:59:00,Arnulf,1240,79,1319,15.3,25.5,0,63,12.2
2018.07.09,00:00:00,23:59:00,Arnulf,2181,144,2325,13.3,26.8,0,73,12.5
2018.07.10,00:00:00,23:59:00,Arnulf,1730,123,1853,15.2,24.4,4.3,94,3.4
2018.07.11,00:00:00,23:59:00,Arnulf,1992,140,2132,12.7,19.8,0,75,6.1
2018.07.12,00:00:00,23:59:00,Arnulf,2309,157,2466,12.1,23.3,0,25,12.9
2018.07.13,00:00:00,23:59:00,Arnulf,2174,133,2307,13,27.3,0,6,14.3
2018.07.14,00:00:00,23:59:00,Arnulf,1213,61,1274,14.8,27.9,2.1,66,8.2
2018.07.15,00:00:00,23:59:00,Arnulf,1030,80,1110,15.1,27.7,5.1,73,9.4
2018.07.16,00:00:00,23:59:00,Arnulf,1457,124,1581,15,25.4,0.1,74,7.6
2018.07.17,00:00:00,23:59:00,Arnulf,2067,119,2186,15,26.8,4.7,56,10.1
2018.07.18,00:00:00,23:59:00,Arnulf,2284,134,2418,16,28.2,0,19,13.5
2018.07.19,00:00:00,23:59:00,Arnulf,2569,138,2707,14.6,28.2,0,30,13.5
2018.07.20,00:00:00,23:59:00,Arnulf,2208,148,2356,14.7,29.9,7.1,61,11.5
2018.07.21,00:00:00,23:59:00,Arnulf,456,42,498,16.3,20.3,26,98,0.5
2018.07.22,00:00:00,23:59:00,Arnulf,265,36,301,15.9,18.5,18.1,96,0
2018.07.23,00:00:00,23:59:00,Arnulf,1781,115,1896,14,25,3,81,13
2018.07.24,00:00:00,23:59:00,Arnulf,2493,175,2668,13,28,0,4,14
2018.07.25,00:00:00,23:59:00,Arnulf,2523,133,2656,16.5,30.7,0.7,24,11.6
2018.07.26,00:00:00,23:59:00,Arnulf,2506,121,2627,16.9,29,0,11,14.3
2018.07.27,00:00:00,23:59:00,Arnulf,2152,160,2312,16.8,29.8,0,15,13.4
2018.07.28,00:00:00,23:59:00,Arnulf,1147,76,1223,17.1,30,0.5,56,10
2018.07.29,00:00:00,23:59:00,Arnulf,1121,90,1211,18.8,29.8,0,89,12.3
2018.07.30,00:00:00,23:59:00,Arnulf,2209,120,2329,18.7,32.3,0,10,12.5
2018.07.31,00:00:00,23:59:00,Arnulf,2428,136,2564,17.5,33.7,0,6,14
2018.07.01,00:00:00,23:59:00,Kreuther,95,190,285,12.2,23.5,0,0,15.6
2018.07.02,00:00:00,23:59:00,Kreuther,208,330,538,11,24.5,0,8,15.6
2018.07.03,00:00:00,23:59:00,Kreuther,232,330,562,12,26.6,0,71,12.8
2018.07.04,00:00:00,23:59:00,Kreuther,229,308,537,16.1,26.9,0.2,86,7.7
2018.07.05,00:00:00,23:59:00,Kreuther,199,280,479,13.7,26,8.9,81,5.9
2018.07.06,00:00:00,23:59:00,Kreuther,68,112,180,15.4,20.7,13.7,98,0.5
2018.07.07,00:00:00,23:59:00,Kreuther,158,216,374,13.9,24.8,0,41,12.3
2018.07.08,00:00:00,23:59:00,Kreuther,146,225,371,15.3,25.5,0,63,12.2
2018.07.09,00:00:00,23:59:00,Kreuther,223,326,549,13.3,26.8,0,73,12.5
2018.07.10,00:00:00,23:59:00,Kreuther,175,271,446,15.2,24.4,4.3,94,3.4
2018.07.11,00:00:00,23:59:00,Kreuther,205,279,484,12.7,19.8,0,75,6.1
2018.07.12,00:00:00,23:59:00,Kreuther,214,319,533,12.1,23.3,0,25,12.9
2018.07.13,00:00:00,23:59:00,Kreuther,203,291,494,13,27.3,0,6,14.3
2018.07.14,00:00:00,23:59:00,Kreuther,107,148,255,14.8,27.9,2.1,66,8.2
2018.07.15,00:00:00,23:59:00,Kreuther,115,182,297,15.1,27.7,5.1,73,9.4
2018.07.16,00:00:00,23:59:00,Kreuther,138,197,335,15,25.4,0.1,74,7.6
2018.07.17,00:00:00,23:59:00,Kreuther,215,282,497,15,26.8,4.7,56,10.1
2018.07.18,00:00:00,23:59:00,Kreuther,261,344,605,16,28.2,0,19,13.5
2018.07.19,00:00:00,23:59:00,Kreuther,244,342,586,14.6,28.2,0,30,13.5
2018.07.20,00:00:00,23:59:00,Kreuther,200,295,495,14.7,29.9,7.1,61,11.5
2018.07.21,00:00:00,23:59:00,Kreuther,53,58,111,16.3,20.3,26,98,0.5
2018.07.22,00:00:00,23:59:00,Kreuther,20,34,54,15.9,18.5,18.1,96,0
2018.07.23,00:00:00,23:59:00,Kreuther,173,237,410,14,25,3,81,13
2018.07.24,00:00:00,23:59:00,Kreuther,238,371,609,13,28,0,4,14
2018.07.25,00:00:00,23:59:00,Kreuther,211,315,526,16.5,30.7,0.7,24,11.6
2018.07.26,00:00:00,23:59:00,Kreuther,205,333,538,16.9,29,0,11,14.3
2018.07.27,00:00:00,23:59:00,Kreuther,221,344,565,16.8,29.8,0,15,13.4
2018.07.28,00:00:00,23:59:00,Kreuther,103,160,263,17.1,30,0.5,56,10
2018.07.29,00:00:00,23:59:00,Kreuther,114,160,274,18.8,29.8,0,89,12.3
2018.07.30,00:00:00,23:59:00,Kreuther,202,290,492,18.7,32.3,0,10,12.5
2018.07.31,00:00:00,23:59:00,Kreuther,207,311,518,17.5,33.7,0,6,14
2018.07.01,00:00:00,23:59:00,Olympia,2092,1891,3983,12.2,23.5,0,0,15.6
2018.07.02,00:00:00,23:59:00,Olympia,1868,1967,3835,11,24.5,0,8,15.6
2018.07.03,00:00:00,23:59:00,Olympia,2037,2070,4107,12,26.6,0,71,12.8
2018.07.04,00:00:00,23:59:00,Olympia,1784,1907,3691,16.1,26.9,0.2,86,7.7
2018.07.05,00:00:00,23:59:00,Olympia,1382,1502,2884,13.7,26,8.9,81,5.9
2018.07.06,00:00:00,23:59:00,Olympia,518,560,1078,15.4,20.7,13.7,98,0.5
2018.07.07,00:00:00,23:59:00,Olympia,303,277,580,13.9,24.8,0,41,12.3
2018.07.08,00:00:00,23:59:00,Olympia,1672,1594,3266,15.3,25.5,0,63,12.2
2018.07.09,00:00:00,23:59:00,Olympia,1846,1928,3774,13.3,26.8,0,73,12.5
2018.07.10,00:00:00,23:59:00,Olympia,1339,1442,2781,15.2,24.4,4.3,94,3.4
