datum,uhrzeit_start,uhrzeit_ende,zaehlstelle,richtung_1,richtung_2,gesamt,min-temp,max-temp,niederschlag,bewoelkung,sonnenstunden
2018.09.01,00:00:00,23.59,Arnulf,268,22,290,11,13.4,8.7,98,0
2018.09.02,00:00:00,23.59,Arnulf,498,41,539,11.5,16.7,0.2,100,0
2018.09.03,00:00:00,23.59,Arnulf,1365,98,1463,12.5,19.4,24.5,99,2.9
2018.09.04,00:00:00,23.59,Arnulf,620,40,660,14.2,19.7,11,94,3.1
2018.09.05,00:00:00,23.59,Arnulf,1815,101,1916,12.3,24.7,0,34,11.1
2018.09.06,00:00:00,23.59,Arnulf,1811,91,1902,12.3,25.5,11.5,58,11.6
2018.09.07,00:00:00,23.59,Arnulf,1094,89,1183,14.5,23,2,94,2.6
2018.09.08,00:00:00,23.59,Arnulf,994,46,1040,12.7,21.9,0,63,7.5
2018.09.09,00:00:00,23.59,Arnulf,963,47,1010,11.1,24.7,0,73,12.2
2018.09.10,00:00:00,23.59,Arnulf,1892,130,2022,11.3,25.5,0,54,10.9
2018.09.11,00:00:00,23.59,Arnulf,2114,122,2236,13.9,27.8,0,74,12
2018.09.12,00:00:00,23.59,Arnulf,2176,139,2315,14.2,29.3,0,14,12.1
2018.09.13,00:00:00,23.59,Arnulf,1679,143,1822,15.7,25.3,13.7,88,3.1
2018.09.14,00:00:00,23.59,Arnulf,976,78,1054,14.3,21.1,0.9,83,2.3
2018.09.15,00:00:00,23.59,Arnulf,1158,63,1221,11.3,21,0,65,3.9
2018.09.16,00:00:00,23.59,Arnulf,1127,81,1208,9.5,23.6,0.8,63,10.7
2018.09.17,00:00:00,23.59,Arnulf,2033,131,2164,14.5,25.8,0,28,11
2018.09.18,00:00:00,23.59,Arnulf,2106,113,2219,14.2,28,0.5,36,10.1
2018.09.19,00:00:00,23.59,Arnulf,2062,127,2189,14.5,25.5,0,43,7.4
2018.09.20,00:00:00,23.59,Arnulf,2229,128,2357,13.2,27.7,0,21,11.7
2018.09.21,00:00:00,23.59,Arnulf,1759,146,1905,11.7,28.6,3,61,8.3
2018.09.22,00:00:00,23.59,Arnulf,999,128,1127,11.1,17.6,8.3,94,7.9
2018.09.23,00:00:00,23.59,Arnulf,686,49,735,9.7,25.6,14.2,86,4.8
2018.09.24,00:00:00,23.59,Arnulf,1576,123,1699,5.8,13.6,0,53,5.9
2018.09.25,00:00:00,23.59,Arnulf,1684,122,1806,4.2,13.1,0,16,8.8
2018.09.26,00:00:00,23.59,Arnulf,1653,74,1727,2.7,17.4,0,80,10.5
2018.09.27,00:00:00,23.59,Arnulf,1781,112,1893,6.1,22.5,0,4,11.6
2018.09.28,00:00:00,23.59,Arnulf,1893,164,2057,8.6,21.7,0,25,10.7
2018.09.29,00:00:00,23.59,Arnulf,1015,77,1092,5.8,16.2,0,55,8.3
2018.09.30,00:00:00,23.59,Arnulf,881,79,960,3.4,20.5,18.7,11,11.1
2018.09.01,00:00:00,23.59,Kreuther,20,30,50,11,13.4,8.7,98,0
2018.09.02,00:00:00,23.59,Kreuther,39,64,103,11.5,16.7,0.2,100,0
2018.09.03,00:00:00,23.59,Kreuther,122,173,295,12.5,19.4,24.5,99,2.9
2018.09.04,00:00:00,23.59,Kreuther,72,77,149,14.2,19.7,11,94,3.1
2018.09.05,00:00:00,23.59,Kreuther,178,250,428,12.3,24.7,0,34,11.1
2018.09.06,00:00:00,23.59,Kreuther,172,224,396,12.3,25.5,11.5,58,11.6
2018.09.07,00:00:00,23.59,Kreuther,85,136,221,14.5,23,2,94,2.6
2018.09.08,00:00:00,23.59,Kreuther,77,133,210,12.7,21.9,0,63,7.5
2018.09.09,00:00:00,23.59,Kreuther,104,165,269,11.1,24.7,0,73,12.2
2018.09.10,00:00:00,23.59,Kreuther,175,279,454,11.3,25.5,0,54,10.9
2018.09.11,00:00:00,23.59,Kreuther,193,282,475,13.9,27.8,0,74,12
2018.09.12,00:00:00,23.59,Kreuther,200,294,494,14.2,29.3,0,14,12.1
2018.09.13,00:00:00,23.59,Kreuther,166,250,416,15.7,25.3,13.7,88,3.1
2018.09.14,00:00:00,23.59,Kreuther,103,131,234,14.3,21.1,0.9,83,2.3
2018.09.15,00:00:00,23.59,Kreuther,63,84,147,11.3,21,0,65,3.9
2018.09.16,00:00:00,23.59,Kreuther,109,152,261,9.5,23.6,0.8,63,10.7
2018.09.17,00:00:00,23.59,Kreuther,197,278,475,14.5,25.8,0,28,11
2018.09.18,00:00:00,23.59,Kreuther,208,307,515,14.2,28,0.5,36,10.1
2018.09.19,00:00:00,23.59,Kreuther,203,282,485,14.5,25.5,0,43,7.4
2018.09.20,00:00:00,23.59,Kreuther,209,291,500,13.2,27.7,0,21,11.7
2018.09.21,00:00:00,23.59,Kreuther,162,233,395,11.7,28.6,3,61,8.3
2018.09.22,00:00:00,23.59,Kreuther,61,89,150,11.1,17.6,8.3,94,7.9
2018.09.23,00:00:00,23.59,Kreuther,41,77,118,9.7,25.6,14.2,86,4.8
2018.09.24,00:00:00,23.59,Kreuther,132,162,294,5.8,13.6,0,53,5.9
2018.09.25,00:00:00,23.59,Kreuther,152,249,401,4.2,13.1,0,16,8.8
2018.09.26,00:00:00,23.59,Kreuther,133,256,389,2.7,17.4,0,80,10.5
2018.09.27,00:00:00,23.59,Kreuther,153,238,391,6.1,22.5,0,4,11.6
2018.09.28,00:00:00,23.59,Kreuther,140,230,370,8.6,21.7,0,25,10.7
2018.09.29,00:00:00,23.59,Kreuther,52,115,167,5.8,16.2,0,55,8.3
2018.09.30,00:00:00,23.59,Kreuther,60,144,204,3.4,20.5,18.7,11,11.1
2018.09.01,00:00:00,23.59,Olympia,103,104,207,11,13.4,8.7,98,0
2018.09.02,00:00:00,23.59,Olympia,440,476,916,11.5,16.7,0.2,100,0
2018.09.03,00:00:00,23.59,Olympia,812,834,1646,12.5,19.4,24.5,99,2.9
2018.09.04,00:00:00,23.59,Olympia,435,465,900,14.2,19.7,11,94,3.1
