Year,Monat,Rail transport
2021,1,99.88723794
2021,2,93.90005048
2021,3,103.6473954
2021,4,105.303636
2021,5,104.9828916
2021,6,104.5493627
2021,7,104.1577261
2021,8,102.7117631
2021,9,101.913078
2021,10,104.5687959
2021,11,106.2558676
