Year,Monat,Rail transport
2019,1,103.15294890000001
2019,2,103.21225559999999
2019,3,101.2980616
2019,4,100.19705490000001
2019,5,100.471774
2019,6,97.51255279
2019,7,100.7698485
2019,8,98.52112726
2019,9,102.42567559999999
2019,10,99.88400181
2019,11,96.82849406
2019,12,97.24287235
