Year,Monat,Rail transport
2016,1,98.30332307
2016,2,100.1711096
2016,3,98.53880831
2016,4,102.88268790000001
2016,5,100.5736142
2016,6,101.5710908
2016,7,100.3502913
2016,8,100.01179499999999
2016,9,99.75234938
2016,10,98.16916827
2016,11,100.34330059999999
2016,12,101.1888067
