Year,Monat,Rail transport
2017,1,102.7939189
2017,2,101.17758859999999
2017,3,102.8323984
2017,4,102.8930705
2017,5,104.2358167
2017,6,100.84252240000001
2017,7,104.0514634
2017,8,103.960306
2017,9,100.4902315
2017,10,102.82831359999999
2017,11,101.4888153
2017,12,105.34151999999999
