Monat,Export,Year
1,88.74367600000001,2016
2,98.56759100000001,2016
3,106.462627,2016
4,103.942314,2016
5,96.76217700000001,2016
6,106.137524,2016
7,95.83161700000001,2016
8,95.979799,2016
9,105.60370400000001,2016
10,101.050833,2016
11,107.635608,2016
12,97.115677,2016
