Monat,Export,Year
1,63.558787,2009
2,63.788745999999996,2009
3,70.163986,2009
4,64.401285,2009
5,60.652667,2009
6,66.898844,2009
7,70.57741999999999,2009
8,60.088187,2009
9,70.91359200000001,2009
10,72.460259,2009
11,72.294832,2009
12,67.51324100000001,2009
