Monat,Export,Year
1,63.357946,2010
2,69.985466,2010
3,85.578912,2010
4,75.184617,2010
5,76.191415,2010
6,85.310501,2010
7,81.35034,2010
8,74.39350400000001,2010
9,85.971774,2010
10,86.001449,2010
11,87.624475,2010
12,81.00907099999999,2010
