Monat,Export,Year
1,88.120018,2013
2,87.862584,2013
3,93.88631099999999,2013
4,93.523668,2013
5,87.779937,2013
6,91.887524,2013
7,92.625103,2013
8,84.436677,2013
9,94.020978,2013
10,98.526377,2013
11,93.977983,2013
12,81.37804100000001,2013
