Monat,Export,Year
1,83.32415999999999,2008
2,83.516171,2008
3,82.75498,2008
4,88.750606,2008
5,79.7329,2008
6,87.364212,2008
7,86.066979,2008
8,74.859412,2008
9,86.270138,2008
10,88.70224300000001,2008
11,76.08505799999999,2008
12,66.712939,2008
