Monat,Export,Year
1,108.9,2019
2,108.837,2019
3,118.219,2019
4,109.975,2019
5,114.249,2019
6,106.164,2019
7,114.97399999999999,2019
8,101.617,2019
9,114.148,2019
10,119.76299999999999,2019
11,113.244,2019
12,98.06299999999999,2019
