Monat,Export,Year
1,98.76800300000001,2017
2,102.39842,2017
3,118.14035700000001,2017
4,100.786388,2017
5,110.45291399999999,2017
6,107.190605,2017
7,103.12838199999999,2017
8,102.957663,2017
9,110.34537399999999,2017
10,107.977832,2017
11,116.277677,2017
12,100.534631,2017
