Monat,Export,Year
1,89.688711,2014
2,91.298859,2014
3,94.840637,2014
4,92.852347,2014
5,91.064428,2014
6,92.640326,2014
7,99.974346,2014
8,83.10938900000001,2014
9,101.451369,2014
10,102.86297900000001,2014
11,94.90269599999999,2014
12,89.059837,2014
