Year,Monat,Road transport
2018,1,99.35569873
2018,2,98.64474561
2018,3,98.20039991
2018,4,97.75605421
2018,5,100.5998667
2018,6,99.62230615
2018,7,98.82248389
2018,8,99.26682959
2018,9,99.80004443
2018,10,100.4221284
2018,11,100.5109976
2018,12,102.0217729
