Year,Monat,Road transport
2017,1,92.24616752
2017,2,95.26771828
2017,3,95.00111086
2017,4,96.15640969
2017,5,96.60075539
2017,6,96.42301711
2017,7,96.60075539
2017,8,97.84492335
2017,9,98.02266163
2017,10,97.75605421
2017,11,100.06665190000001
2017,12,98.20039991
