datum,uhrzeit_start,uhrzeit_ende,zaehlstelle,richtung_1,richtung_2,gesamt,min-temp,max-temp,niederschlag,bewoelkung,sonnenstunden
2020.01.01,00:00,23.59,Arnulf,201,27,228,-2.6,4.9,0,21,7.6
2020.01.02,00:00,23.59,Arnulf,632,76,708,-4.6,4.1,0,30,7.8
2020.01.03,00:00,23.59,Arnulf,626,44,670,-4.2,8.4,1.9,85,4.2
2020.01.04,00:00,23.59,Arnulf,283,25,308,2.8,7,0.8,96,0
2020.01.05,00:00,23.59,Arnulf,277,38,315,-1.3,4.7,0,74,0.4
2020.01.06,00:00,23.59,Arnulf,366,36,402,-2.5,6,0,5,8.2
2020.01.07,00:00,23.59,Arnulf,967,93,1060,-2.1,4.6,1.6,75,0.1
2020.01.08,00:00,23.59,Arnulf,1000,76,1076,-1.3,7.2,0,74,0.2
2020.01.09,00:00,23.59,Arnulf,1209,101,1310,3.6,14.5,0,96,7.6
2020.01.10,00:00,23.59,Arnulf,1211,90,1301,2.3,11.2,0.9,55,5.6
2020.01.11,00:00,23.59,Arnulf,475,28,503,0,5.4,0,85,0.3
2020.01.12,00:00,23.59,Arnulf,430,39,469,-3.2,5.1,0,56,7.5
2020.01.13,00:00,23.59,Arnulf,1203,89,1292,-0.6,7.2,0,75,2.9
2020.01.14,00:00,23.59,Arnulf,1299,91,1390,-1.1,12.8,0,74,7.5
2020.01.15,00:00,23.59,Arnulf,1268,91,1359,-0.7,12.8,0,39,8.4
2020.01.16,00:00,23.59,Arnulf,1255,108,1363,0.2,12.4,0,63,6.5
2020.01.17,00:00,23.59,Arnulf,1187,99,1286,-1.2,12.2,4.9,50,6.6
2020.01.18,00:00,23.59,Arnulf,320,27,347,0.5,6.2,2.9,93,0
2020.01.19,00:00,23.59,Arnulf,232,29,261,-0.8,1.6,1.9,78,0.3
2020.01.20,00:00,23.59,Arnulf,921,54,975,-1.4,1.6,0,79,0
2020.01.21,00:00,23.59,Arnulf,1089,87,1176,-2.9,1.4,0,66,7.6
2020.01.22,00:00,23.59,Arnulf,985,91,1076,-4,0.6,0,91,2.7
2020.01.23,00:00,23.59,Arnulf,1000,67,1067,-3.9,0,0,99,0
2020.01.24,00:00,23.59,Arnulf,971,62,1033,-3.2,8.7,0,44,7.9
2020.01.25,00:00,23.59,Arnulf,472,36,508,-1.5,7.5,0,98,2.7
2020.01.26,00:00,23.59,Arnulf,400,44,444,0.6,8.3,1.4,99,2.1
2020.01.27,00:00,23.59,Arnulf,1140,109,1249,2.6,10.8,0.2,96,5.4
2020.01.28,00:00,23.59,Arnulf,950,86,1036,1.6,6.8,2.2,88,1.7
2020.01.29,00:00,23.59,Arnulf,908,79,987,1.1,4.7,2.2,95,1.8
2020.01.30,00:00,23.59,Arnulf,1125,88,1213,2.2,10.5,2.2,86,7.2
2020.01.31,00:00,23.59,Arnulf,1004,137,1141,8.7,14.2,0,78,2.1
2020.01.01,00:00,23.59,Kreuther,15,36,51,-2.6,4.9,0,21,7.6
2020.01.02,00:00,23.59,Kreuther,61,75,136,-4.6,4.1,0,30,7.8
2020.01.03,00:00,23.59,Kreuther,59,87,146,-4.2,8.4,1.9,85,4.2
2020.01.04,00:00,23.59,Kreuther,29,38,67,2.8,7,0.8,96,0
2020.01.05,00:00,23.59,Kreuther,27,34,61,-1.3,4.7,0,74,0.4
2020.01.06,00:00,23.59,Kreuther,46,71,117,-2.5,6,0,5,8.2
2020.01.07,00:00,23.59,Kreuther,100,139,239,-2.1,4.6,1.6,75,0.1
2020.01.08,00:00,23.59,Kreuther,108,149,257,-1.3,7.2,0,74,0.2
2020.01.09,00:00,23.59,Kreuther,145,170,315,3.6,14.5,0,96,7.6
2020.01.10,00:00,23.59,Kreuther,135,173,308,2.3,11.2,0.9,55,5.6
2020.01.11,00:00,23.59,Kreuther,52,71,123,0,5.4,0,85,0.3
2020.01.12,00:00,23.59,Kreuther,44,68,112,-3.2,5.1,0,56,7.5
2020.01.13,00:00,23.59,Kreuther,131,165,296,-0.6,7.2,0,75,2.9
2020.01.14,00:00,23.59,Kreuther,133,169,302,-1.1,12.8,0,74,7.5
2020.01.15,00:00,23.59,Kreuther,140,178,318,-0.7,12.8,0,39,8.4
2020.01.16,00:00,23.59,Kreuther,144,177,321,0.2,12.4,0,63,6.5
2020.01.17,00:00,23.59,Kreuther,110,173,283,-1.2,12.2,4.9,50,6.6
2020.01.18,00:00,23.59,Kreuther,21,29,50,0.5,6.2,2.9,93,0
2020.01.19,00:00,23.59,Kreuther,19,34,53,-0.8,1.6,1.9,78,0.3
2020.01.20,00:00,23.59,Kreuther,103,135,238,-1.4,1.6,0,79,0
2020.01.21,00:00,23.59,Kreuther,110,135,245,-2.9,1.4,0,66,7.6
2020.01.22,00:00,23.59,Kreuther,121,146,267,-4,0.6,0,91,2.7
2020.01.23,00:00,23.59,Kreuther,103,132,235,-3.9,0,0,99,0
2020.01.24,00:00,23.59,Kreuther,119,160,279,-3.2,8.7,0,44,7.9
2020.01.25,00:00,23.59,Kreuther,37,53,90,-1.5,7.5,0,98,2.7
2020.01.26,00:00,23.59,Kreuther,54,57,111,0.6,8.3,1.4,99,2.1
2020.01.27,00:00,23.59,Kreuther,137,149,286,2.6,10.8,0.2,96,5.4
2020.01.28,00:00,23.59,Kreuther,107,128,235,1.6,6.8,2.2,88,1.7
2020.01.29,00:00,23.59,Kreuther,79,106,185,1.1,4.7,2.2,95,1.8
2020.01.30,00:00,23.59,Kreuther,137,173,310,2.2,10.5,2.2,86,7.2
2020.01.31,00:00,23.59,Kreuther,108,136,244,8.7,14.2,0,78,2.1
2020.01.01,00:00,23.59,Olympia,259,310,569,-2.6,4.9,0,21,7.6
2020.01.02,00:00,23.59,Olympia,369,382,751,-4.6,4.1,0,30,7.8
2020.01.03,00:00,23.59,Olympia,376,373,749,-4.2,8.4,1.9,85,4.2
2020.01.04,00:00,23.59,Olympia,174,217,391,2.8,7,0.8,96,0
2020.01.05,00:00,23.59,Olympia,375,348,723,-1.3,4.7,0,74,0.4
2020.01.06,00:00,23.59,Olympia,509,487,996,-2.5,6,0,5,8.2
2020.01.07,00:00,23.59,Olympia,686,687,1373,-2.1,4.6,1.6,75,0.1
2020.01.08,00:00,23.59,Olympia,798,839,1637,-1.3,7.2,0,74,0.2
2020.01.09,00:00,23.59,Olympia,888,932,1820,3.6,14.5,0,96,7.6
2020.01.10,00:00,23.59,Olympia,860,892,1752,2.3,11.2,0.9,55,5.6
2020.01.11,00:00,23.59,Olympia,475,498,973,0,5.4,0,85,0.3
2020.01.12,00:00,23.59,Olympia,607,562,1169,-3.2,5.1,0,56,7.5
2020.01.13,00:00,23.59,Olympia,842,875,1717,-0.6,7.2,0,75,2.9
2020.01.14,00:00,23.59,Olympia,935,975,1910,-1.1,12.8,0,74,7.5
2020.01.15,00:00,23.59,Olympia,972,1033,2005,-0.7,12.8,0,39,8.4
2020.01.16,00:00,23.59,Olympia,909,965,1874,0.2,12.4,0,63,6.5
2020.01.17,00:00,23.59,Olympia,882,894,1776,-1.2,12.2,4.9,50,6.6
2020.01.18,00:00,23.59,Olympia,233,241,474,0.5,6.2,2.9,93,0
2020.01.19,00:00,23.59,Olympia,326,277,603,-0.8,1.6,1.9,78,0.3
2020.01.20,00:00,23.59,Olympia,647,699,1346,-1.4,1.6,0,79,0
2020.01.21,00:00,23.59,Olympia,773,763,1536,-2.9,1.4,0,66,7.6
2020.01.22,00:00,23.59,Olympia,729,719,1448,-4,0.6,0,91,2.7
2020.01.23,00:00,23.59,Olympia,645,663,1308,-3.9,0,0,99,0
2020.01.24,00:00,23.59,Olympia,766,771,1537,-3.2,8.7,0,44,7.9
2020.01.25,00:00,23.59,Olympia,395,415,810,-1.5,7.5,0,98,2.7
2020.01.26,00:00,23.59,Olympia,459,433,892,0.6,8.3,1.4,99,2.1
2020.01.27,00:00,23.59,Olympia,788,791,1579,2.6,10.8,0.2,96,5.4
