datum,uhrzeit_start,uhrzeit_ende,zaehlstelle,richtung_1,richtung_2,gesamt,min-temp,max-temp,niederschlag,bewoelkung,sonnenstunden
2020.06.01,00:00,23.59,Arnulf,1079,20,1099,8.3,22.5,0,16,14.5
2020.06.02,00:00,23.59,Arnulf,1968,72,2040,9.3,24.1,0,16,14.7
2020.06.03,00:00,23.59,Arnulf,1996,71,2067,12.4,26.2,0,93,13.4
2020.06.04,00:00,23.59,Arnulf,1055,59,1114,12.1,19.4,4.3,100,0.1
2020.06.05,00:00,23.59,Arnulf,1019,47,1066,11.1,16.7,1.3,94,2.2
2020.06.06,00:00,23.59,Arnulf,829,31,860,13.3,20.2,16.2,98,0.3
2020.06.07,00:00,23.59,Arnulf,201,11,212,8.6,13.6,11,95,0.2
2020.06.08,00:00,23.59,Arnulf,1296,64,1360,9,18.3,11.8,99,4
2020.06.09,00:00,23.59,Arnulf,762,48,810,10.9,15,2.1,96,0
2020.06.10,00:00,23.59,Arnulf,987,37,1024,11.8,14.8,10.2,96,0
2020.06.11,00:00,23.59,Arnulf,786,27,813,11.3,19.9,0.1,73,4.9
2020.06.12,00:00,23.59,Arnulf,1811,63,1874,10,27.1,0,8,15.7
2020.06.13,00:00,23.59,Arnulf,1307,35,1342,13.4,26.7,23.7,18,15.3
2020.06.14,00:00,23.59,Arnulf,234,16,250,12.7,15.1,23.3,96,0
2020.06.15,00:00,23.59,Arnulf,553,44,597,12.7,14.7,27.2,96,0
2020.06.16,00:00,23.59,Arnulf,946,53,999,12.9,19.7,1.2,98,3.1
2020.06.17,00:00,23.59,Arnulf,1284,62,1346,13,24,10.9,99,1.9
2020.06.18,00:00,23.59,Arnulf,1785,79,1864,11.8,22.9,0,60,11.1
2020.06.19,00:00,23.59,Arnulf,809,42,851,12.5,15.1,11.7,96,0.1
2020.06.20,00:00,23.59,Arnulf,729,27,756,12.1,19.7,21,98,1.7
2020.06.21,00:00,23.59,Arnulf,774,34,808,12.4,21.8,0,80,6
2020.06.22,00:00,23.59,Arnulf,1655,94,1749,14.4,23.8,0,81,5.3
2020.06.23,00:00,23.59,Arnulf,2180,83,2263,14.1,25.3,0,23,12.9
2020.06.24,00:00,23.59,Arnulf,2269,86,2355,12.1,24.8,0,21,15.3
2020.06.25,00:00,23.59,Arnulf,2108,94,2202,13.5,23.6,0.1,56,7.7
2020.06.26,00:00,23.59,Arnulf,1843,74,1917,12.2,27.6,0.1,44,11.7
2020.06.27,00:00,23.59,Arnulf,1304,62,1366,17.4,29.2,0,70,11.7
2020.06.28,00:00,23.59,Arnulf,903,39,942,16.8,27.9,20.3,71,10.1
2020.06.29,00:00,23.59,Arnulf,880,48,928,14.6,21.9,10.7,78,4.3
2020.06.30,00:00,23.59,Arnulf,2205,86,2291,13.6,26.2,0,29,14.9
2020.06.01,00:00,23.59,Kreuther,528,483,1011,8.3,22.5,0,16,14.5
