Year,Monat,Inland waterways transport
2018,1,90.51620668
2018,2,103.87449129999999
2018,3,114.90737320000001
2018,4,106.9363668
2018,5,105.2989017
2018,6,109.900726
2018,7,117.43428610000001
2018,8,127.17094850000001
2018,9,114.97654159999999
2018,10,109.7848231
2018,11,115.90582890000002
2018,12,106.6630318
