Year,Monat,Inland waterways transport
2020,1,109.5561804
2020,2,98.56187776
2020,3,101.2649686
2020,4,106.698454
2020,5,106.0478085
2020,6,109.2438774
2020,7,111.3970371
2020,8,89.03042064
2020,9,99.23535832
2020,10,96.00620073
2020,11,96.41622103
2020,12,121.89200000000001
