Year,Monat,Inland waterways transport
2016,1,107.28274009999998
2016,2,106.2724127
2016,3,107.48073190000001
2016,4,104.5107098
2016,5,102.51031490000001
2016,6,102.7569642
2016,7,99.18320996
2016,8,105.93211670000001
2016,9,113.241716
2016,10,115.9779675
2016,11,113.93876399999999
2016,12,126.2496652
