Year,Monat,Inland waterways transport
2017,1,133.607029
2017,2,122.54795190000002
2017,3,115.38166389999999
2017,4,114.20328490000001
2017,5,116.80226440000001
2017,6,114.63505159999998
2017,7,110.170075
2017,8,106.61769340000001
2017,9,104.11413490000001
2017,10,106.9563672
2017,11,109.26225290000001
2017,12,101.54035859999999
