Monat,Import,Year
1,66.26132,2008
2,66.412813,2008
3,65.987199,2008
4,69.715592,2008
5,65.361974,2008
6,67.603336,2008
7,71.928324,2008
8,64.046596,2008
9,70.996782,2008
10,72.036441,2008
11,66.117708,2008
12,59.374385,2008
