Monat,Import,Year
1,74.999153,2014
2,75.29784000000001,2014
3,78.293726,2014
4,75.513047,2014
5,73.62615500000001,2014
6,76.57334200000001,2014
7,76.91469599999999,2014
8,69.57036,2014
9,79.861568,2014
10,81.366904,2014
11,77.514267,2014
12,70.613709,2014
