Monat,Import,Year
1,84.230386,2021
2,89.868774,2021
3,106.341478,2021
4,96.575408,2021
5,97.171555,2021
6,102.742979,2021
7,97.289688,2021
8,92.804589,2021
9,101.881171,2021
10,108.672771,2021
