Monat,Import,Year
1,73.999048,2015
2,76.172448,2015
3,84.560711,2015
4,78.805435,2015
5,76.300286,2015
6,81.699217,2015
7,82.289422,2015
8,72.71231800000001,2015
9,83.177322,2015
10,84.09271700000001,2015
11,82.179261,2015
12,73.25669,2015
