Monat,Import,Year
1,74.466726,2013
2,71.321877,2013
3,75.089341,2013
4,75.41925400000001,2013
5,73.95737700000001,2013
6,74.84571,2013
7,76.232076,2013
8,71.166635,2013
9,73.739243,2013
10,80.571942,2013
11,76.01437299999999,2013
12,67.568281,2013
