Meldedatum,AnzahlFall,AnzahlTodesfall,M_A00-A04_c,M_A05-A14_c,M_A15-A34_c,M_A35-A59_c,M_A60-A79_c,M_A80+_c,M_unbekannt_c,M_A00-A04_d,M_A05-A14_d,M_A15-A34_d,M_A35-A59_d,M_A60-A79_d,M_A80+_d,M_unbekannt_d,W_A00-A04_c,W_A05-A14_c,W_A15-A34_c,W_A35-A59_c,W_A60-A79_c,W_A80+_c,W_unbekannt_c,W_A00-A04_d,W_A05-A14_d,W_A15-A34_d,W_A35-A59_d,W_A60-A79_d,W_A80+_d,W_unbekannt_d,unbekannt_A00-A04_c,unbekannt_A05-A14_c,unbekannt_A15-A34_c,unbekannt_A35-A59_c,unbekannt_A60-A79_c,unbekannt_A80+_c,unbekannt_unbekannt_c,unbekannt_A00-A04_d,unbekannt_A05-A14_d,unbekannt_A15-A34_d,unbekannt_A35-A59_d,unbekannt_A60-A79_d,unbekannt_A80+_d,unbekannt_unbekannt_d,NeuerFall,NeuerTodesfall,Todesrate
2020-01-02,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0
2020-01-03,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
2020-01-04,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
2020-01-05,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
2020-01-06,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
2020-01-07,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
2020-01-08,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
2020-01-09,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
2020-01-10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
2020-01-11,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
2020-01-12,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0
2020-01-13,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
2020-01-14,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
2020-01-15,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
2020-01-16,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
2020-01-17,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
2020-01-18,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0
2020-01-19,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
2020-01-20,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
2020-01-21,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
2020-01-22,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
2020-01-23,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
2020-01-24,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
2020-01-25,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
2020-01-26,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
2020-01-27,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
2020-01-28,6,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0.0
2020-01-29,8,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0.0
2020-01-30,9,0,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0
2020-01-31,15,0,0,0,3,5,0,0,0,0,0,0,0,0,0,0,1,0,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0.0
2020-02-01,15,0,0,0,3,5,0,0,0,0,0,0,0,0,0,0,1,0,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
2020-02-02,15,0,0,0,3,5,0,0,0,0,0,0,0,0,0,0,1,0,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
2020-02-03,16,0,0,0,4,5,0,0,0,0,0,0,0,0,0,0,1,0,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0
2020-02-04,20,0,1,0,5,7,0,0,0,0,0,0,0,0,0,0,1,0,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0.0
2020-02-05,20,0,1,0,5,7,0,0,0,0,0,0,0,0,0,0,1,0,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
2020-02-06,21,0,1,0,5,7,0,0,0,0,0,0,0,0,0,0,1,0,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0
2020-02-07,22,0,1,0,5,7,0,0,0,0,0,0,0,0,0,0,1,0,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0
2020-02-08,22,0,1,0,5,7,0,0,0,0,0,0,0,0,0,0,1,0,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
2020-02-09,22,0,1,0,5,7,0,0,0,0,0,0,0,0,0,0,1,0,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
2020-02-10,22,0,1,0,5,7,0,0,0,0,0,0,0,0,0,0,1,0,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
2020-02-11,24,0,2,0,5,8,0,0,0,0,0,0,0,0,0,0,1,0,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0.0
2020-02-12,26,0,2,0,5,8,0,0,0,0,0,0,0,0,0,0,1,0,2,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0.0
2020-02-13,26,0,2,0,5,8,0,0,0,0,0,0,0,0,0,0,1,0,2,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
2020-02-14,26,0,2,0,5,8,0,0,0,0,0,0,0,0,0,0,1,0,2,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
2020-02-15,26,0,2,0,5,8,0,0,0,0,0,0,0,0,0,0,1,0,2,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
2020-02-16,26,0,2,0,5,8,0,0,0,0,0,0,0,0,0,0,1,0,2,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
2020-02-17,26,0,2,0,5,8,0,0,0,0,0,0,0,0,0,0,1,0,2,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
2020-02-18,26,0,2,0,5,8,0,0,0,0,0,0,0,0,0,0,1,0,2,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
2020-02-19,26,0,2,0,5,8,0,0,0,0,0,0,0,0,0,0,1,0,2,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
2020-02-20,27,0,2,0,5,8,0,0,0,0,0,0,0,0,0,0,1,0,2,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0
2020-02-21,27,0,2,0,5,8,0,0,0,0,0,0,0,0,0,0,1,0,2,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
2020-02-22,27,0,2,0,5,8,0,0,0,0,0,0,0,0,0,0,1,0,2,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
2020-02-23,27,0,2,0,5,8,0,0,0,0,0,0,0,0,0,0,1,0,2,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
2020-02-24,28,0,2,0,5,8,0,0,0,0,0,0,0,0,0,0,1,0,2,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0
2020-02-25,30,0,2,0,6,8,0,0,0,0,0,0,0,0,0,0,1,0,3,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0.0
2020-02-26,37,0,2,0,8,11,0,0,0,0,0,0,0,0,0,0,1,0,4,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0.0
2020-02-27,61,0,2,0,14,14,2,0,0,0,0,0,0,0,0,0,1,1,9,17,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0.0
2020-02-28,109,0,3,0,25,22,6,0,0,0,0,0,0,0,0,0,3,2,20,23,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,48,0,0.0
2020-02-29,131,0,3,1,31,30,6,0,0,0,0,0,0,0,0,0,3,2,22,27,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,22,0,0.0
2020-03-01,167,0,3,1,38,37,8,0,0,0,0,0,0,0,0,0,3,2,33,34,7,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,36,0,0.0
2020-03-02,208,0,3,1,46,50,13,1,0,0,0,0,0,0,0,0,3,2,40,38,10,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,41,0,0.0
2020-03-03,293,0,3,3,60,76,25,1,0,0,0,0,0,0,0,0,3,7,50,50,14,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,85,0,0.0
2020-03-04,447,2,3,3,83,120,35,3,0,0,0,0,0,1,0,0,3,10,83,84,17,2,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,154,2,0.44742729306487694
2020-03-05,631,3,6,3,117,168,43,4,0,0,0,0,0,1,1,0,4,14,114,128,26,3,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,184,1,0.4754358161648178
2020-03-06,817,7,8,7,135,227,61,6,0,0,0,0,0,2,1,0,4,16,132,172,40,8,0,0,0,0,0,0,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,186,4,0.8567931456548347
2020-03-07,958,11,8,9,149,266,73,6,0,0,0,0,0,3,1,0,4,20,154,203,55,10,0,0,0,0,0,2,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,141,4,1.1482254697286012
2020-03-08,1060,12,10,9,161,300,78,7,0,0,0,0,1,3,1,0,4,25,166,229,59,11,0,0,0,0,0,2,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,102,1,1.1320754716981132
2020-03-09,1407,19,11,16,206,406,100,12,0,0,0,0,1,5,3,0,6,30,210,316,79,14,0,0,0,0,0,3,7,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,347,7,1.3503909026297085
2020-03-10,2009,23,12,26,296,583,164,20,0,0,0,0,1,6,6,0,7,40,274,450,116,20,0,0,0,0,0,3,7,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,602,4,1.1448481831757094
2020-03-11,2766,33,16,43,393,801,253,25,0,0,0,0,2,12,9,0,9,49,369,615,166,26,0,0,0,0,0,3,7,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,757,10,1.193058568329718
2020-03-12,3757,46,20,52,509,1159,336,34,0,0,0,0,5,16,13,0,10,55,466,858,223,33,0,0,0,0,0,3,9,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,991,13,1.224381155177003
2020-03-13,5210,62,22,72,675,1652,463,46,1,0,0,0,7,18,19,0,10,72,644,1192,310,49,0,0,0,0,0,4,14,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1453,16,1.1900191938579654
2020-03-14,6517,82,31,84,857,2069,558,59,1,0,0,0,8,25,28,0,13,92,808,1508,376,59,0,0,0,0,0,5,16,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1307,20,1.258247659966242
2020-03-15,7495,97,34,94,990,2370,626,73,1,0,0,0,8,29,32,0,16,100,922,1752,436,77,1,0,0,0,2,6,20,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,978,15,1.2941961307538359
2020-03-16,9544,133,39,113,1276,3015,803,99,1,0,0,0,10,42,44,0,19,122,1160,2218,574,100,1,0,0,0,3,10,24,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,2049,36,1.3935456831517183
2020-03-17,12589,177,49,157,1703,3930,1052,155,2,0,0,0,12,56,59,0,26,153,1552,2916,753,135,1,0,0,0,3,15,32,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,3045,44,1.405989355786798
2020-03-18,16198,241,68,194,2237,5067,1370,205,2,0,0,1,15,76,82,0,36,175,1999,3670,987,179,2,0,0,0,4,23,40,0,0,0,4,2,1,0,0,0,0,0,0,0,0,0,3609,64,1.4878380046919373
2020-03-19,20255,306,84,218,2821,6222,1761,271,2,0,0,1,21,95,97,0,46,206,2513,4605,1257,235,3,0,0,1,4,27,60,0,0,2,5,3,1,0,0,0,0,0,0,0,0,0,4057,65,1.5107380893606517
2020-03-20,24303,402,96,260,3391,7306,2134,348,6,0,0,1,27,120,125,0,54,253,3046,5512,1558,321,5,0,0,1,5,35,88,0,0,2,6,4,1,0,0,0,0,0,0,0,0,0,4048,96,1.654116775706703
2020-03-21,27658,497,109,301,3860,8140,2481,419,6,0,0,1,31,150,157,0,68,277,3504,6234,1838,401,5,0,0,1,5,45,106,0,0,2,6,6,1,0,0,0,0,0,1,0,0,0,3355,95,1.7969484416805264
2020-03-22,29925,575,120,323,4152,8725,2702,482,9,0,0,1,38,178,177,0,73,291,3799,6735,2040,453,5,0,0,1,6,53,120,0,0,2,6,7,1,0,0,0,0,0,1,0,0,0,2267,78,1.921470342522974
2020-03-23,33655,707,140,365,4635,9666,3097,581,9,0,0,2,44,215,216,0,85,320,4274,7548,2373,539,5,0,0,1,10,71,147,0,0,2,7,7,2,0,0,0,0,0,1,0,0,0,3730,132,2.100727975040856
2020-03-24,38538,873,165,404,5242,10806,3648,716,9,0,0,2,49,272,276,0,103,367,4934,8655,2769,692,6,0,0,1,12,85,175,0,0,2,8,9,3,0,0,0,0,0,1,0,0,0,4883,166,2.2652965903783278
2020-03-25,44227,1089,177,466,5893,12158,4229,888,9,0,0,2,69,338,350,0,119,415,5685,10026,3277,853,6,0,0,1,17,104,206,0,0,2,10,9,5,0,0,0,0,0,1,1,0,0,5689,216,2.4622967870305468
2020-03-26,50140,1353,198,518,6621,13415,4884,1083,11,0,0,2,83,427,429,0,145,462,6459,11419,3816,1072,7,0,0,2,22,124,262,0,0,2,11,12,5,0,0,0,0,0,1,1,0,0,5913,264,2.6984443558037494
2020-03-27,56133,1618,218,574,7302,14625,5566,1274,11,0,0,2,95,510,503,0,169,517,7236,12808,4413,1376,7,0,0,2,26,145,333,0,1,2,11,16,7,0,0,0,0,0,1,1,0,0,5993,265,2.8824399194769565
2020-03-28,60864,1864,244,624,7864,15524,6120,1471,12,0,0,2,104,570,581,0,183,566,7855,13844,4884,1627,7,0,0,2,30,167,406,0,1,2,11,17,8,0,0,0,0,0,1,1,0,0,4731,246,3.062565720294427
2020-03-29,63950,2028,253,650,8213,16161,6461,1590,12,0,0,2,110,614,627,0,195,592,8280,14522,5182,1790,7,0,0,2,30,186,455,0,1,2,11,18,8,1,1,0,0,0,1,1,0,0,3086,164,3.171227521501173
2020-03-30,68077,2293,264,678,8659,16975,6929,1785,12,0,0,2,126,679,713,0,205,626,8798,15445,5603,2043,7,0,0,2,32,214,523,0,1,2,14,21,8,1,1,0,0,0,1,1,0,0,4127,265,3.368244781644315
2020-03-31,74142,2668,283,746,9305,18123,7634,2065,13,0,0,2,138,775,828,0,231,695,9535,16804,6204,2445,7,0,0,2,37,258,626,0,1,2,15,23,9,1,1,0,0,0,1,1,0,0,6065,375,3.5985001753392134
2020-04-01,80407,3044,308,813,9952,19200,8356,2336,14,0,0,3,146,867,937,0,263,762,10325,18246,6841,2926,7,0,0,2,38,295,754,0,1,2,15,28,9,1,2,0,0,0,1,1,0,0,6265,376,3.7857400475083014
2020-04-02,86960,3458,333,881,10643,20339,9036,2638,14,0,0,3,155,941,1064,0,285,812,11136,19743,7547,3475,7,0,0,2,45,337,909,0,1,3,17,33,11,4,2,0,0,0,1,1,0,0,6553,414,3.9765409383624655
2020-04-03,93152,3852,359,952,11240,21371,9685,2930,14,0,0,5,162,1002,1167,0,307,867,11934,21130,8203,4073,8,0,0,2,48,389,1075,0,1,3,18,39,12,4,2,0,0,0,1,1,0,0,6192,394,4.135176915149433
2020-04-04,97491,4097,378,991,11676,22115,10135,3120,14,0,0,5,166,1058,1233,0,317,928,12455,22149,8662,4459,8,0,0,2,52,408,1171,0,2,3,19,40,12,6,2,0,0,0,1,1,0,0,4339,245,4.202439199515853
2020-04-05,100044,4278,394,1012,11960,22557,10393,3256,14,0,0,5,169,1093,1288,0,327,950,12750,22710,8925,4702,8,0,0,2,54,429,1236,0,2,3,20,41,12,6,2,0,0,0,1,1,0,0,2553,181,4.276118507856543
2020-04-06,103719,4570,412,1051,12361,23139,10817,3453,14,0,0,5,180,1156,1378,0,337,975,13196,23509,9289,5068,8,0,0,2,56,454,1337,0,2,3,21,43,12,7,2,0,0,0,1,1,0,0,3675,292,4.40613580925385
2020-04-07,108914,4907,450,1105,12842,24035,11345,3707,14,0,0,6,193,1224,1476,0,358,1027,13894,24707,9787,5535,9,0,0,2,60,484,1460,0,2,3,25,47,12,8,2,0,0,0,1,1,0,0,5195,337,4.505389573424904
2020-04-08,114194,5243,470,1161,13349,24907,11840,3977,14,0,0,7,201,1286,1588,0,380,1074,14564,25951,10330,6063,10,1,0,2,71,516,1569,0,2,3,25,49,14,9,2,0,0,0,1,1,0,0,5280,336,4.5913095258945305
2020-04-09,119111,5570,484,1214,13924,25734,12327,4232,14,0,0,7,213,1358,1675,0,392,1113,15166,27023,10790,6570,10,1,0,2,76,542,1692,0,2,3,29,56,15,11,2,0,0,0,1,2,1,0,4917,327,4.676310332379041
2020-04-10,122465,5777,499,1250,14282,26273,12639,4393,15,0,0,7,218,1404,1736,0,409,1143,15581,27750,11107,6987,10,1,0,2,77,554,1774,0,2,3,32,62,15,11,2,0,0,0,1,2,1,0,3354,207,4.717266157677704
2020-04-11,125361,5979,517,1290,14613,26722,12894,4559,15,0,0,7,221,1445,1784,0,429,1177,15938,28353,11359,7354,10,1,0,2,79,570,1866,0,2,4,33,64,15,11,2,0,0,0,1,2,1,0,2896,202,4.769425898006557
2020-04-12,127227,6147,523,1307,14819,26991,13047,4693,15,0,0,7,222,1468,1839,0,432,1192,16151,28720,11546,7647,10,1,0,2,80,590,1934,0,2,4,34,66,15,11,2,0,0,0,1,2,1,0,1866,168,4.831521610978802
2020-04-13,128823,6310,528,1323,14977,27216,13213,4806,15,0,0,8,226,1500,1874,0,437,1209,16341,28998,11711,7899,10,1,0,2,81,612,2002,0,2,4,37,67,15,11,4,0,0,0,1,2,1,0,1596,163,4.898193645544662
2020-04-14,131292,6528,542,1350,15262,27608,13455,4973,15,0,0,8,233,1535,1937,0,449,1237,16633,29468,11937,8210,10,1,0,2,83,639,2086,0,2,5,37,69,15,11,4,0,0,0,1,2,1,0,2469,218,4.972123206288273
2020-04-15,134619,6757,549,1377,15630,28158,13764,5173,16,0,0,9,240,1565,2002,0,463,1278,17035,30160,12254,8604,11,1,0,2,83,668,2183,0,2,5,38,71,15,12,4,0,0,0,1,2,1,0,3327,229,5.0193509088613055
2020-04-16,138040,6946,566,1416,16049,28738,14087,5326,16,0,0,9,246,1609,2067,0,484,1317,17508,30923,12541,8908,11,1,0,2,84,684,2240,0,2,5,39,72,15,13,4,0,0,0,1,2,1,0,3421,189,5.031874818893074
2020-04-17,141091,7119,583,1461,16479,29211,14358,5480,16,0,0,10,250,1639,2121,0,496,1356,17905,31567,12806,9206,12,1,0,2,88,698,2306,0,2,5,40,75,15,14,4,0,0,0,1,2,1,0,3051,173,5.045679738608415
2020-04-18,143201,7241,598,1480,16773,29546,14552,5580,16,0,0,10,258,1667,2150,0,506,1392,18159,31983,13014,9433,12,1,0,2,89,710,2350,0,2,5,42,75,15,14,4,0,0,0,1,2,1,0,2110,122,5.056528934853807
2020-04-19,144581,7359,603,1494,16938,29745,14685,5667,17,0,0,10,259,1695,2181,0,513,1403,18323,32258,13139,9626,13,1,0,2,91,719,2397,0,2,5,42,75,15,14,4,0,0,0,1,2,1,0,1380,118,5.089880413055657
2020-04-20,146308,7505,613,1508,17125,30016,14853,5793,17,0,0,11,262,1730,2226,0,526,1421,18536,32602,13289,9836,14,1,0,3,91,725,2452,0,2,5,42,77,15,14,4,0,0,0,1,2,1,0,1727,146,5.129589632829374
2020-04-21,148497,7642,625,1545,17410,30354,15047,5892,18,0,0,11,267,1752,2260,0,538,1458,18817,33028,13496,10093,14,1,0,5,92,738,2512,0,2,5,42,79,15,15,4,0,0,0,1,2,1,0,2189,137,5.146231910408964
2020-04-22,150993,7769,652,1574,17766,30743,15258,6018,18,0,0,11,270,1773,2298,0,546,1490,19138,33538,13703,10365,16,1,0,5,92,750,2565,0,4,5,45,79,16,15,4,0,0,0,1,2,1,0,2496,127,5.145271635108912
2020-04-23,153078,7886,665,1613,18030,31055,15426,6133,18,0,0,12,270,1796,2332,0,562,1520,19399,33936,13896,10636,17,1,0,5,94,758,2614,0,4,5,48,80,16,15,4,0,0,0,1,2,1,0,2085,117,5.151622048890108
2020-04-24,154985,7969,680,1640,18331,31335,15591,6220,18,0,0,12,272,1814,2353,0,582,1553,19665,34288,14075,10815,17,1,0,5,95,766,2647,0,4,5,49,82,16,15,4,0,0,0,1,2,1,0,1907,83,5.1417879149595125
2020-04-25,156259,8048,693,1656,18494,31518,15704,6295,18,0,0,12,276,1831,2375,0,590,1571,19826,34543,14193,10963,17,1,0,5,96,771,2677,0,4,5,52,82,16,15,4,0,0,0,1,2,1,0,1274,79,5.150423335615868
2020-04-26,156965,8076,704,1658,18612,31623,15760,6334,18,0,0,12,276,1833,2383,0,594,1581,19908,34674,14255,11048,17,1,0,5,97,777,2688,0,4,5,53,82,16,15,4,0,0,0,1,2,1,0,706,28,5.145096040518586
2020-04-27,158082,8150,712,1680,18802,31792,15881,6385,18,0,0,12,278,1848,2402,0,602,1598,20046,34872,14354,11144,17,1,0,5,99,794,2707,0,4,5,53,82,16,15,4,0,0,0,1,2,1,0,1117,74,5.155552181779076
2020-04-28,159543,8231,725,1705,19015,32014,16008,6476,18,0,0,13,279,1864,2431,0,618,1613,20243,35171,14473,11268,17,1,0,5,100,804,2730,0,4,5,53,82,16,15,4,0,0,0,1,2,1,0,1461,81,5.159110709965339
2020-04-29,160979,8290,736,1735,19219,32241,16127,6539,18,0,0,13,279,1874,2453,0,625,1631,20441,35445,14605,11419,17,1,0,5,101,812,2748,0,4,5,53,83,17,15,4,0,0,0,1,2,1,0,1436,59,5.149740028202436
2020-04-30,162440,8358,746,1754,19439,32466,16258,6609,18,0,0,13,281,1890,2477,0,635,1655,20614,35740,14733,11574,17,1,0,5,102,815,2770,0,4,5,54,83,17,15,4,0,0,0,1,2,1,0,1461,68,5.14528441270623
2020-05-01,163358,8404,756,1769,19565,32603,16350,6659,18,0,0,13,283,1897,2494,0,642,1674,20724,35912,14811,11676,17,1,0,5,102,820,2785,0,4,5,54,83,17,15,4,0,0,0,1,2,1,0,918,46,5.144529193550362
2020-05-02,163980,8439,767,1788,19658,32702,16405,6693,18,0,0,13,286,1906,2504,0,648,1691,20811,36021,14855,11723,17,1,0,5,102,821,2797,0,4,5,55,83,17,15,4,0,0,0,1,2,1,0,622,35,5.146359312111233
