Meldedatum,AnzahlFall,AnzahlTodesfall,M_A00-A04_c,M_A05-A14_c,M_A15-A34_c,M_A35-A59_c,M_A60-A79_c,M_A80+_c,M_unbekannt_c,M_A00-A04_d,M_A05-A14_d,M_A15-A34_d,M_A35-A59_d,M_A60-A79_d,M_A80+_d,M_unbekannt_d,W_A00-A04_c,W_A05-A14_c,W_A15-A34_c,W_A35-A59_c,W_A60-A79_c,W_A80+_c,W_unbekannt_c,W_A00-A04_d,W_A05-A14_d,W_A15-A34_d,W_A35-A59_d,W_A60-A79_d,W_A80+_d,W_unbekannt_d,unbekannt_A00-A04_c,unbekannt_A05-A14_c,unbekannt_A15-A34_c,unbekannt_A35-A59_c,unbekannt_A60-A79_c,unbekannt_A80+_c,unbekannt_unbekannt_c,unbekannt_A00-A04_d,unbekannt_A05-A14_d,unbekannt_A15-A34_d,unbekannt_A35-A59_d,unbekannt_A60-A79_d,unbekannt_A80+_d,unbekannt_unbekannt_d,NeuerFall,NeuerTodesfall,Todesrate
2020-10-24,438533,11247,4288,12053,75595,84032,31617,10937,230,0,0,18,393,2492,3346,0,3868,11243,69487,84838,29516,19098,206,1,0,6,147,1115,3723,1,60,149,556,501,105,37,117,0,0,0,1,3,1,0,11102,105,2.5646872641283553
2020-10-25,446017,11353,4376,12278,76902,85418,32110,11093,247,0,0,18,398,2508,3377,0,3928,11454,70758,86228,30033,19377,215,1,0,6,148,1125,3764,2,63,158,573,527,112,37,130,0,0,0,1,4,1,0,7484,106,2.545418672382443
2020-10-26,458033,11548,4527,12628,79044,87647,32917,11347,269,0,0,18,405,2548,3433,0,4047,11811,72730,88427,30846,19870,234,1,0,6,149,1142,3837,2,65,165,603,551,121,41,143,0,0,0,1,5,1,0,12016,195,2.521215720264697
2020-10-27,474001,11761,4687,13092,81786,90751,34008,11653,290,0,0,21,415,2588,3496,0,4185,12227,75351,91554,31918,20428,246,1,0,6,150,1161,3914,2,68,173,653,591,127,46,167,0,0,0,1,5,1,0,15968,213,2.481218394054021
2020-10-28,493279,11970,4875,13698,85078,94544,35319,12005,302,0,0,21,422,2640,3558,0,4372,12794,78353,95414,33209,21094,259,1,0,7,153,1179,3980,2,74,179,694,634,137,48,197,0,0,0,1,5,1,0,19278,209,2.42661860731959
2020-10-29,513148,12199,5075,14297,88475,98364,36653,12381,321,0,1,21,426,2687,3636,0,4553,13397,81579,99379,34549,21742,279,1,0,7,156,1206,4049,2,82,188,748,682,148,50,206,0,0,0,1,5,1,0,19869,229,2.377286864608261
2020-10-30,532571,12417,5273,14953,91819,101995,37919,12735,336,0,1,21,429,2722,3716,0,4722,14024,84831,103157,35854,22396,289,1,0,7,161,1222,4128,2,82,201,814,740,162,52,217,0,0,0,1,5,1,0,19423,218,2.331520116566617
2020-10-31,546602,12584,5412,15435,94183,104666,38902,13013,373,0,1,21,434,2758,3771,0,4860,14432,87100,105777,36821,22927,307,1,0,7,164,1231,4187,2,87,211,849,791,176,55,225,0,0,0,1,5,1,0,14031,167,2.3022235557132977
2020-11-01,557147,12724,5544,15810,96022,106666,39583,13235,384,0,1,21,440,2790,3809,0,4978,14731,88841,107701,37539,23298,324,1,0,7,164,1248,4234,2,88,218,879,826,186,56,238,0,0,0,1,5,1,0,10545,140,2.2837778898567165
2020-11-02,572404,12951,5702,16298,98625,109451,40576,13571,401,0,1,21,447,2834,3887,0,5121,15174,91445,110597,38536,23929,339,1,1,7,166,1263,4313,2,95,224,935,881,195,60,249,0,0,0,1,6,1,0,15257,227,2.2625628052913673
2020-11-03,591742,13223,5887,16889,101874,113156,41905,14003,435,0,1,21,453,2897,3976,0,5308,15738,94569,114383,39817,24570,362,1,1,7,172,1288,4395,2,99,254,1006,951,218,63,255,0,0,0,1,6,2,0,19338,272,2.2345887227879717
2020-11-04,612937,13490,6071,17520,105284,117212,43355,14433,456,0,1,21,457,2939,4064,0,5480,16358,97801,118755,41323,25449,384,1,1,8,177,1310,4500,2,106,281,1089,1021,237,64,258,0,0,0,1,6,2,0,21195,267,2.200878719998956
2020-11-05,635200,13766,6275,18246,109047,121312,44865,14889,477,0,1,21,461,2987,4153,0,5672,17034,101414,123102,42910,26282,412,1,1,8,182,1339,4600,3,110,303,1165,1088,260,66,271,0,0,0,1,6,2,0,22263,276,2.1671914357682622
2020-11-06,656796,13961,6511,18994,112680,125348,46302,15346,513,0,1,22,467,3020,4225,0,5863,17696,104959,127237,44420,26993,441,2,1,8,184,1352,4666,3,123,323,1253,1165,275,74,280,0,0,0,1,6,3,0,21596,195,2.1256219587208207
2020-11-07,672695,14145,6684,19599,115354,128204,47392,15682,523,0,1,23,474,3055,4275,0,6030,18232,107517,130295,45472,27605,456,2,1,8,185,1371,4737,3,128,332,1309,1227,290,78,286,0,0,0,1,6,3,0,15899,184,2.1027360096328946
2020-11-08,682881,14261,6794,19984,116982,130054,48119,15913,548,0,1,23,475,3079,4313,0,6120,18559,109156,132229,46179,28006,485,3,1,8,185,1380,4780,3,129,339,1348,1262,296,80,299,0,0,0,1,6,3,0,10186,116,2.088358000881559
2020-11-09,698875,14512,6932,20557,119627,132942,49189,16317,568,0,1,24,482,3127,4415,0,6266,19074,111870,135240,47214,28592,511,3,1,8,187,1400,4850,4,134,353,1422,1335,310,85,337,0,0,0,1,6,3,0,15994,251,2.076480057234842
2020-11-10,718520,14788,7118,21216,122779,136614,50506,16778,603,0,1,24,494,3168,4506,0,6456,19690,114922,139202,48523,29403,538,3,1,8,191,1426,4951,5,139,372,1492,1410,323,92,344,0,0,0,1,6,3,0,19645,276,2.0581194677949117
2020-11-11,741155,15117,7324,22017,126454,140780,52061,17281,627,0,1,25,498,3231,4604,0,6639,20392,118504,143613,50037,30469,557,3,1,8,193,1458,5080,5,150,397,1566,1486,343,93,365,0,0,0,1,6,3,0,22635,329,2.039654323319683
2020-11-12,764644,15445,7521,22859,130137,145071,53682,17812,647,0,1,25,506,3276,4707,0,6854,21185,122212,148235,51640,31461,580,4,1,9,198,1489,5211,5,173,411,1680,1570,361,99,454,0,0,0,1,8,4,0,23489,328,2.0198942252865386
2020-11-13,786023,15765,7731,23644,133457,148949,55148,18368,668,0,1,26,514,3334,4806,0,7053,21917,125616,152367,53102,32452,597,4,1,10,201,1513,5335,5,177,425,1750,1636,386,101,479,0,0,0,1,9,5,0,21379,320,2.0056665008530286
2020-11-14,801800,16044,7901,24233,135852,151717,56211,18818,680,0,1,26,524,3374,4898,0,7210,22484,127999,155484,54211,33299,604,4,1,10,203,1530,5453,5,180,441,1798,1681,402,104,491,0,0,0,1,9,5,0,15777,279,2.000997755051135
2020-11-15,810634,16216,7992,24596,137176,153279,56834,19049,693,0,1,26,524,3399,4961,0,7293,22783,129326,157223,54819,33769,614,4,1,10,204,1551,5515,5,185,458,1824,1713,411,104,493,0,0,0,1,9,5,0,8834,172,2.0004095559771735
2020-11-16,825350,16541,8150,25088,139396,155785,57885,19463,712,0,1,27,529,3458,5063,0,7411,23295,131599,160143,55842,34622,632,4,1,10,207,1582,5639,5,187,465,1874,1768,421,109,503,0,0,0,1,9,5,0,14716,325,2.004119464469619
2020-11-17,845713,16908,8318,25784,142320,159650,59299,20032,738,0,1,27,540,3513,5192,0,7569,23846,134628,164305,57350,35723,651,4,1,10,210,1618,5770,5,196,494,1928,1824,432,113,513,0,0,0,1,9,7,0,20363,367,1.9992597961719876
2020-11-18,869402,17307,8522,26700,145908,163954,60899,20592,768,0,1,27,544,3572,5331,0,7757,24650,138176,169113,58956,36998,676,4,1,10,212,1649,5933,5,205,509,2009,1902,457,117,534,0,0,0,1,10,7,0,23689,399,1.9906786503826768
2020-11-19,893117,17713,8743,27610,149426,168102,62607,21217,793,1,1,27,555,3644,5437,0,7955,25447,141733,173808,60593,38403,710,4,1,12,216,1688,6104,5,211,535,2085,1981,464,118,576,0,0,0,1,10,7,0,23715,406,1.9832787865419648
2020-11-20,915443,18035,8983,28438,152707,172175,64133,21814,820,1,1,27,558,3691,5526,0,8175,26217,145026,178227,62155,39666,730,4,1,12,219,1716,6255,5,219,556,2148,2053,484,125,592,0,0,0,1,10,8,0,22326,322,1.9700844290687678
2020-11-21,930241,18244,9129,29030,154808,174683,65181,22199,829,1,1,27,561,3721,5598,0,8312,26757,147250,181334,63247,40472,744,4,1,13,221,1731,6340,5,225,565,2178,2081,493,127,597,0,0,0,1,10,9,0,14798,209,1.961212201999267
2020-11-22,939096,18430,9235,29387,156034,176211,65838,22494,847,1,1,27,564,3749,5666,0,8397,27069,148510,183023,63896,41059,752,4,1,13,223,1744,6412,5,227,571,2209,2104,501,130,602,0,0,0,1,10,9,0,8855,186,1.9625256629780128
2020-11-23,954254,18739,9387,29975,158135,178790,66910,22976,861,1,1,27,565,3809,5760,0,8537,27633,150762,186065,64973,42011,765,4,1,13,224,1780,6527,5,233,586,2252,2148,512,135,608,0,0,0,1,11,10,0,15158,309,1.9637329264535437
2020-11-24,973671,19031,9556,30676,160832,182346,68236,23531,879,1,1,27,571,3852,5845,0,8667,28261,153570,190102,66423,43150,784,4,1,13,227,1814,6647,5,242,607,2317,2204,533,139,616,0,0,0,1,11,11,0,19417,292,1.9545616537824377
2020-11-25,995789,19358,9785,31491,163950,186295,69739,24171,914,1,1,27,577,3896,5958,0,8881,29014,156801,194569,67977,44533,804,4,1,13,230,1834,6788,5,249,628,2386,2279,545,142,636,0,0,0,1,11,11,0,22118,327,1.9439861255747952
2020-11-26,1018576,19691,10003,32276,167109,190295,71280,24891,931,1,1,27,581,3936,6063,0,9093,29731,159967,199101,69733,46263,827,4,1,13,233,1868,6935,5,258,647,2450,2346,556,153,666,0,0,0,1,11,11,0,22787,333,1.9331890796563045
2020-11-27,1038694,20003,10175,33080,169789,193664,72732,25607,947,1,1,27,587,3976,6163,0,9294,30380,162736,203087,71224,47849,849,5,1,13,235,1892,7072,6,262,667,2505,2401,567,155,724,0,0,0,1,11,11,1,20118,312,1.9257837245618052
2020-11-28,1053626,20197,10321,33668,171757,196281,73810,26054,962,1,1,27,588,4004,6233,0,9434,30935,164797,206109,72353,48838,861,5,1,13,237,1913,7144,6,265,681,2538,2450,570,161,781,0,0,0,1,11,11,1,14932,194,1.9169041006960725
2020-11-29,1062445,20363,10416,34027,172906,197764,74438,26384,970,1,1,27,592,4034,6286,0,9516,31269,165993,207780,73030,49497,868,5,1,13,237,1924,7211,6,269,694,2558,2475,576,164,851,0,0,0,1,11,12,1,8819,166,1.9166168601668792
2020-11-30,1075773,20601,10544,34494,174778,199966,75457,26882,989,1,1,27,594,4072,6357,0,9632,31685,167858,210266,74064,50534,882,5,1,13,238,1953,7308,6,274,702,2602,2544,588,166,866,0,0,0,1,11,12,1,13328,238,1.9149950779578964
2020-12-01,1094960,20864,10703,35136,177268,203378,76877,27534,1009,1,1,27,599,4110,6445,0,9824,32278,170600,214132,75529,51875,901,5,1,14,240,1980,7409,6,281,724,2658,2600,598,171,884,0,0,0,1,11,12,2,19187,263,1.90545773361584
2020-12-02,1118142,21125,10898,35949,180277,207496,78554,28252,1037,1,1,27,601,4146,6532,0,10031,33009,173885,218985,77298,53397,930,5,1,14,241,2001,7519,7,289,747,2726,2676,623,182,901,0,0,0,1,11,15,2,23182,261,1.8892949196077065
2020-12-03,1142483,21385,11106,36826,183472,211577,80255,29114,1068,1,1,27,606,4185,6613,0,10225,33728,177312,223843,79201,55413,952,5,1,14,244,2033,7619,7,293,766,2823,2760,643,190,916,0,0,0,1,11,15,2,24341,260,1.871800280616867
2020-12-04,1164687,21603,11274,37619,186407,215293,81820,29948,1085,1,1,27,611,4215,6693,0,10407,34452,180437,228289,80925,57180,975,5,1,14,249,2054,7696,7,296,785,2893,2818,659,195,930,0,0,0,1,11,15,2,22204,218,1.8548331010820933
2020-12-05,1180339,21721,11449,38188,188507,217964,82942,30447,1101,1,1,28,611,4233,6732,1,10572,35004,182615,231425,82114,58285,991,5,1,14,249,2068,7741,7,307,804,2932,2860,668,202,962,0,0,0,1,11,15,2,15652,118,1.8402340344595918
2020-12-06,1190578,21804,11544,38594,189801,219676,83702,30831,1108,1,1,28,613,4242,6763,1,10669,35369,184072,233372,82856,59136,1004,5,1,14,250,2075,7774,7,311,814,2959,2886,672,208,994,0,0,0,1,11,15,2,10239,83,1.8313793804353853
2020-12-07,1206935,21955,11709,39141,191865,222457,84942,31485,1127,1,1,28,615,4271,6817,1,10809,35863,186304,236652,84113,60425,1017,5,1,14,250,2086,7828,7,316,827,3009,2946,692,217,1019,0,0,0,1,11,16,2,16357,151,1.8190706210359298
2020-12-08,1229585,22103,11877,39789,194732,226454,86632,32369,1154,1,1,28,617,4295,6864,2,10976,36482,189413,241472,85853,62091,1039,5,1,14,252,2094,7892,7,320,842,3077,3022,713,228,1050,0,0,0,1,11,16,2,22650,148,1.7975983766880694
2020-12-09,1256864,22203,12079,40677,198312,231316,88534,33255,1170,1,1,28,620,4313,6902,2,11158,37293,193175,247292,87940,64034,1069,5,1,15,252,2102,7924,7,331,866,3170,3122,756,242,1073,0,0,0,1,11,16,2,27279,100,1.7665395778700004
2020-12-10,1285495,22297,12322,41606,202095,236150,90574,34248,1201,1,1,28,622,4329,6933,2,11408,38121,197133,253180,90211,66256,1125,6,1,16,254,2111,7955,7,345,894,3263,3214,778,263,1108,0,0,0,1,11,17,2,28631,94,1.734506940906032
2020-12-11,1311920,22386,12539,42511,205523,240490,92558,35179,1228,1,1,28,622,4345,6960,2,11675,38957,200738,258506,92253,68429,1160,6,1,16,255,2120,7991,7,355,922,3358,3299,807,277,1156,0,0,0,1,11,17,2,26425,89,1.7063540459784132
2020-12-12,1331526,22419,12730,43154,207935,243645,93950,35983,1250,1,1,28,622,4348,6974,2,11840,39566,203393,262415,93904,70191,1177,6,1,15,255,2125,8003,7,365,952,3440,3359,819,291,1167,0,0,0,1,11,17,2,19606,33,1.683707265197976
2020-12-13,1342279,22448,12847,43526,209302,245357,94754,36411,1268,1,1,28,622,4352,6980,2,11941,39902,204839,264510,94769,71146,1192,6,1,15,255,2127,8020,7,372,965,3476,3398,831,300,1173,0,0,0,1,11,17,2,10753,29,1.6723795872542147
2020-12-14,1351262,22470,12958,43833,210493,246793,95453,36767,1298,1,1,28,622,4356,6987,2,12039,40186,206043,266201,95466,71894,1210,6,1,15,255,2129,8029,7,378,976,3516,3430,838,305,1185,0,0,0,1,11,17,2,8983,22,1.6628899502835126
