Meldedatum,DE-all,DE-SH,DE-HH,DE-NI,DE-HB,DE-NW,DE-HE,DE-RP,DE-BW,DE-BY,DE-SL,DE-BE,DE-BB,DE-MV,DE-SN,DE-ST,DE-TH
2020-10-31,130.0,54.5,145.5,93.7,176.0,160.8,159.3,107.8,128.7,139.4,163.3,170.3,77.2,46.0,148.6,59.9,64.6
2020-11-01,133.7,57.0,146.2,97.7,199.2,164.6,165.3,112.4,131.8,144.4,169.4,171.1,78.8,46.9,151.9,58.9,64.2
2020-11-02,137.6,57.6,150.4,102.2,204.2,170.7,164.2,115.1,132.6,148.5,170.5,181.8,81.0,47.1,161.7,59.1,69.4
2020-11-03,141.6,55.3,153.9,104.8,206.4,176.2,165.6,116.7,138.6,153.9,168.6,186.9,81.8,49.0,170.7,59.5,70.6
2020-11-04,143.9,54.7,160.2,108.0,213.7,177.8,165.4,120.7,139.1,158.4,169.7,185.5,85.6,50.9,177.8,59.1,75.4
2020-11-05,146.8,54.9,160.6,106.6,217.1,177.9,166.1,122.2,144.1,165.8,172.9,192.5,87.6,51.1,185.2,64.1,79.0
2020-11-06,149.5,52.4,160.3,106.9,228.7,177.6,168.6,127.4,145.2,176.0,167.5,195.1,88.7,49.7,193.7,64.6,77.4
2020-11-07,151.7,52.7,168.1,110.4,226.5,176.8,173.5,130.1,152.0,179.8,167.5,196.5,88.3,51.3,189.0,64.8,80.5
2020-11-08,151.3,52.9,170.3,109.7,204.5,175.3,172.3,131.8,151.1,180.6,166.5,194.8,88.8,51.1,191.5,64.7,82.3
2020-11-09,152.2,55.3,170.7,108.2,200.2,176.7,179.9,133.2,149.0,182.2,168.2,196.3,90.5,50.6,188.8,65.9,82.4
2020-11-10,152.5,55.0,170.3,109.1,186.6,174.8,184.7,135.6,145.6,185.5,170.4,195.6,91.6,46.9,192.1,69.6,83.2
2020-11-11,154.3,56.2,166.0,109.8,182.0,174.7,185.1,142.0,148.6,192.2,178.4,207.6,90.8,44.3,181.3,69.3,84.3
2020-11-12,155.8,55.2,163.9,112.9,181.2,174.0,186.3,149.7,148.8,197.2,173.4,214.6,87.2,46.5,178.7,67.6,89.0
2020-11-13,155.5,57.1,163.0,112.2,162.9,173.8,186.7,149.2,147.8,194.1,172.7,220.9,90.4,44.7,182.7,65.1,93.0
2020-11-14,155.4,55.0,153.7,109.7,163.8,176.3,181.8,151.1,144.2,194.4,166.1,222.3,92.6,42.8,191.7,66.9,93.7
2020-11-15,153.8,53.2,150.2,106.8,165.4,173.0,181.6,149.3,143.9,189.5,160.5,230.4,91.5,42.5,194.7,68.5,94.9
2020-11-16,152.3,49.1,147.2,106.0,156.6,172.1,173.7,151.0,142.9,184.9,151.2,234.4,94.9,41.5,198.9,69.3,96.5
2020-11-17,153.1,50.3,137.6,105.5,159.3,171.9,175.4,147.5,144.9,182.9,144.5,245.0,99.6,44.3,206.3,72.0,102.8
2020-11-18,154.3,48.6,140.4,105.0,167.6,173.9,181.3,144.5,146.5,184.2,134.6,236.2,106.6,47.3,209.6,73.1,105.9
2020-11-19,154.6,48.8,138.5,104.9,150.2,173.9,184.0,138.8,146.9,184.2,137.3,232.8,114.2,45.7,215.4,75.2,109.2
2020-11-20,155.7,48.1,139.9,105.4,151.2,173.6,184.5,139.1,147.8,185.2,133.8,235.1,117.4,46.9,219.0,80.3,121.3
2020-11-21,154.5,46.5,136.6,104.6,146.7,167.8,184.8,140.3,148.8,182.4,125.1,235.0,119.2,47.1,223.0,82.8,132.0
2020-11-22,154.5,47.0,133.3,105.9,145.8,165.8,182.1,141.4,148.2,184.7,127.7,229.5,123.2,46.9,227.6,84.1,135.4
2020-11-23,155.0,47.8,128.1,104.5,143.1,165.6,179.7,138.9,145.6,189.1,122.0,229.2,130.7,48.6,231.6,89.3,141.8
2020-11-24,153.9,46.9,128.2,102.7,144.7,165.3,170.2,140.7,142.2,190.9,119.7,224.1,129.5,47.3,233.1,89.7,148.7
2020-11-25,151.9,48.1,117.8,100.3,132.1,162.0,164.6,137.7,139.2,187.4,125.5,221.7,130.3,44.7,246.3,93.5,154.8
2020-11-26,150.8,48.2,110.9,97.6,128.7,155.9,163.1,137.8,139.2,187.0,112.3,218.7,131.4,46.6,261.2,98.1,159.6
2020-11-27,148.2,46.8,91.2,92.0,121.8,152.1,162.8,129.6,138.2,184.0,109.0,214.0,130.0,46.3,274.9,104.4,153.1
2020-11-28,148.4,47.7,86.9,89.7,121.3,153.6,160.0,129.5,137.0,184.7,120.4,214.9,129.5,47.4,281.4,105.9,148.2
2020-11-29,148.3,46.4,87.4,87.8,114.4,153.3,158.3,126.2,138.0,186.3,124.2,211.6,125.9,48.3,287.1,107.5,150.7
2020-11-30,146.2,44.9,90.4,86.0,115.2,146.4,157.0,127.7,139.2,183.6,123.9,200.3,124.0,47.0,296.9,105.0,149.2
2020-12-01,145.9,44.4,87.0,83.9,117.7,144.3,156.8,128.0,141.3,181.8,127.4,189.3,130.5,46.5,312.1,108.3,145.5
2020-12-02,147.3,44.8,86.7,83.0,113.9,143.9,154.3,130.4,145.2,182.8,120.4,186.7,134.3,47.8,324.5,114.8,154.1
2020-12-03,149.3,45.5,96.4,82.1,108.2,144.7,153.5,133.6,146.7,182.9,128.2,189.2,139.5,47.8,336.9,117.9,168.8
2020-12-04,151.9,46.9,109.8,82.9,110.7,145.4,152.1,141.0,150.6,182.9,138.9,193.6,144.1,49.4,342.3,125.9,177.5
2020-12-05,152.8,50.1,115.0,83.6,106.7,145.2,151.5,142.4,154.8,182.5,139.2,192.1,144.6,50.2,345.7,126.2,179.4
2020-12-06,154.5,51.6,120.8,82.4,110.8,145.8,153.1,142.8,157.2,185.5,138.4,193.8,144.3,50.7,352.0,125.4,186.4
2020-12-07,158.3,53.9,118.7,85.7,112.9,149.7,157.1,145.3,160.9,187.8,142.4,198.0,146.0,52.7,364.5,135.3,190.4
2020-12-08,162.6,59.1,119.5,87.0,106.6,153.2,164.4,145.9,166.9,193.1,146.3,201.3,149.5,60.0,368.2,143.0,200.8
2020-12-09,168.0,61.2,128.3,88.2,112.6,155.7,169.2,151.2,175.1,197.4,161.5,208.8,155.8,68.3,383.1,150.9,206.9
2020-12-10,173.5,68.3,126.8,92.1,128.0,161.4,175.2,157.2,181.3,200.1,188.8,209.1,164.0,72.1,396.6,154.6,214.2
2020-12-11,179.5,73.6,135.3,94.5,126.5,169.0,180.2,161.4,186.3,208.8,189.5,205.4,174.8,80.2,404.5,155.1,230.5
2020-12-12,185.5,79.8,140.2,97.9,133.0,173.1,187.4,164.8,190.4,213.0,196.5,206.5,180.8,86.9,430.6,160.8,252.1
2020-12-13,188.2,80.6,142.3,99.6,132.9,175.6,188.5,168.6,194.9,214.8,196.0,205.8,189.1,90.5,437.7,168.3,250.1
2020-12-14,191.3,81.8,145.0,100.1,129.3,177.5,189.3,171.1,198.9,215.7,195.0,211.0,191.9,92.0,457.3,170.6,264.4
2020-12-15,196.2,86.6,155.0,102.2,131.1,181.2,189.9,176.7,203.0,219.7,209.2,210.3,204.0,96.5,479.1,176.3,272.2
2020-12-16,200.7,92.6,156.9,108.8,133.3,186.0,198.6,179.4,202.1,222.2,203.5,214.1,215.2,99.8,491.7,177.2,286.6
2020-12-17,204.3,93.6,161.9,109.5,129.0,188.2,201.9,177.7,207.3,227.3,188.7,220.4,225.3,102.9,494.1,195.0,295.3
2020-12-18,207.4,97.8,165.8,112.9,129.2,188.5,207.2,176.9,211.7,226.1,193.1,225.8,243.1,99.4,501.0,208.7,303.7
2020-12-19,208.7,97.7,170.3,115.5,119.2,190.2,208.9,172.5,215.1,228.3,183.3,226.6,253.5,96.7,495.5,213.4,303.6
2020-12-20,210.5,99.4,166.4,116.4,130.1,192.7,212.4,180.9,215.4,225.5,176.3,227.8,259.5,97.6,503.7,219.7,305.7
2020-12-21,212.1,101.6,182.7,120.6,133.9,194.9,211.7,181.0,216.0,223.4,191.3,228.8,271.8,99.3,495.3,226.2,311.9
2020-12-22,214.7,104.6,188.0,125.3,132.7,197.2,215.2,179.4,214.3,219.7,188.7,235.6,281.3,101.9,506.3,236.7,335.7
2020-12-23,217.8,109.7,190.6,126.0,136.4,200.8,217.5,183.3,218.1,219.9,193.0,235.8,281.5,98.1,513.4,249.2,353.6
2020-12-24,204.8,105.5,179.2,122.1,125.1,187.5,207.6,168.3,206.9,203.9,178.7,206.8,257.3,89.9,496.6,236.7,342.6
2020-12-25,184.9,92.6,159.2,113.1,111.9,166.9,182.2,152.0,184.5,188.3,164.3,170.0,229.6,85.6,457.7,222.1,325.1
2020-12-26,172.6,84.5,152.3,101.6,101.6,153.8,163.4,143.7,167.6,177.4,153.8,175.4,220.2,81.3,437.5,215.8,303.2
2020-12-27,167.7,84.4,148.7,99.7,88.1,150.1,155.1,133.9,158.6,173.0,154.5,179.0,216.3,79.5,429.4,207.0,296.9
2020-12-28,162.1,84.1,141.4,95.5,89.8,141.8,148.8,128.5,154.9,169.3,138.9,167.1,220.2,78.4,421.6,202.4,285.1
2020-12-29,160.3,83.8,134.0,95.7,95.0,137.9,147.7,130.5,151.2,170.2,132.3,160.8,228.2,85.3,417.2,203.6,272.2
2020-12-30,156.9,76.7,136.0,97.7,81.2,132.3,140.6,124.1,144.9,173.0,121.5,146.6,244.7,92.0,403.9,200.2,272.6
2020-12-31,155.0,76.2,136.3,97.9,85.9,128.7,138.6,126.8,140.7,176.1,112.6,143.6,252.1,97.5,384.2,196.0,270.1
2021-01-01,151.4,74.9,136.3,94.1,84.9,125.8,138.0,123.8,137.4,170.2,103.6,146.1,244.3,96.3,375.5,198.5,256.9
2021-01-02,149.5,77.1,137.6,95.4,81.6,124.8,136.2,129.6,133.8,167.2,97.8,140.3,235.0,95.3,363.7,203.8,257.2
2021-01-03,148.3,77.6,140.3,95.9,81.5,122.1,137.0,125.7,134.9,167.4,97.5,139.7,229.6,93.6,349.6,208.3,258.1
2021-01-04,146.5,77.3,141.5,95.0,80.6,121.2,137.1,123.0,130.7,166.7,100.2,136.3,226.0,100.6,338.0,208.5,253.1
2021-01-05,146.3,76.1,143.2,96.2,72.8,121.3,137.2,120.4,132.3,165.4,90.2,135.5,226.4,105.0,333.2,208.9,259.4
2021-01-06,142.6,78.6,138.3,96.9,73.1,122.5,136.0,118.9,121.1,148.5,112.1,143.9,226.9,109.2,331.1,202.0,251.6
2021-01-07,150.4,83.0,148.1,100.0,72.5,133.0,139.2,128.5,118.9,146.0,140.2,176.0,258.9,111.4,351.2,222.7,276.4
2021-01-08,167.6,96.3,156.7,112.1,81.6,147.7,152.1,140.8,132.6,161.9,176.8,203.4,290.8,129.4,388.4,240.8,312.8
2021-01-09,175.6,101.3,153.0,123.3,89.0,154.3,163.8,143.1,143.0,170.9,202.7,202.0,311.4,134.9,391.0,247.5,321.1
2021-01-10,175.2,99.2,157.5,122.8,89.5,152.8,163.1,144.0,144.0,171.0,199.1,196.0,320.9,135.7,384.1,251.4,323.1
2021-01-11,174.5,99.2,149.0,121.3,87.5,151.8,161.6,143.8,142.6,168.9,196.8,205.6,314.7,135.0,376.5,262.5,337.6
2021-01-12,168.7,94.5,141.7,118.3,86.8,147.1,154.8,139.3,136.8,161.7,192.2,205.6,305.5,125.0,356.0,266.4,333.7
2021-01-13,164.0,93.1,134.0,110.8,84.3,137.7,146.8,133.2,140.6,165.8,169.7,201.0,294.9,119.3,332.0,280.8,324.6
2021-01-14,157.1,91.1,122.6,107.6,79.0,131.9,141.4,126.7,137.4,163.7,148.2,183.5,278.6,125.0,306.1,272.1,302.4
2021-01-15,149.5,87.3,123.5,107.0,79.4,127.2,136.6,120.7,130.1,154.8,126.8,173.5,270.5,117.6,277.8,259.0,281.5
2021-01-16,145.7,85.4,120.8,102.4,85.7,125.9,134.4,117.4,125.3,148.2,112.3,169.8,261.3,120.3,267.7,256.3,284.3
2021-01-17,143.4,87.5,111.8,104.7,85.3,123.6,133.9,115.7,121.4,144.6,109.1,167.8,259.5,122.2,260.9,249.7,282.4
2021-01-18,138.0,86.7,108.4,104.5,82.4,120.6,129.5,111.5,117.2,138.4,110.0,148.6,259.8,120.5,243.2,238.9,265.8
2021-01-19,133.1,89.0,103.9,102.9,78.2,117.2,125.6,109.1,111.5,135.1,114.7,140.8,247.8,118.9,220.5,232.7,252.6
2021-01-20,127.5,88.8,101.8,99.8,75.7,115.3,123.8,111.0,104.0,125.7,113.4,131.7,234.1,114.8,205.3,224.2,238.6
2021-01-21,123.1,91.4,100.4,97.6,80.2,111.1,121.8,108.3,102.0,119.5,115.4,122.3,219.6,108.9,191.3,226.2,227.6
2021-01-22,119.2,93.0,92.5,95.2,78.8,109.0,119.0,109.4,96.8,114.9,111.6,115.3,207.2,106.8,184.2,220.1,217.2
2021-01-23,117.1,95.9,98.0,92.6,75.5,107.4,114.8,107.4,94.2,112.0,113.3,114.6,207.4,106.0,179.6,215.6,209.9
2021-01-24,115.2,94.4,100.3,90.0,73.7,106.1,112.5,105.7,92.1,110.1,115.5,111.6,198.2,107.6,179.3,212.7,207.3
2021-01-25,112.3,91.9,97.2,86.8,75.5,104.6,111.8,105.1,89.8,107.1,114.1,110.1,178.3,103.7,172.7,213.7,200.2
2021-01-26,108.7,94.6,96.7,83.9,78.0,100.5,108.0,104.5,86.7,104.7,116.6,104.4,170.1,105.6,162.7,203.5,191.2
2021-01-27,104.3,93.9,97.2,84.6,73.5,95.7,102.8,97.4,82.9,101.5,114.8,98.5,158.2,101.9,154.5,195.0,181.7
2021-01-28,100.2,90.0,95.4,81.1,74.4,92.5,96.6,93.6,79.4,99.3,118.4,93.8,149.7,100.1,145.0,180.6,177.3
2021-01-29,97.3,86.1,95.8,79.4,82.8,89.4,93.7,87.7,78.4,96.6,123.5,90.0,143.2,98.4,138.9,174.2,170.5
2021-01-30,95.4,80.0,89.6,80.2,82.6,87.2,93.6,85.7,77.5,96.2,125.3,87.5,133.8,93.6,135.0,169.4,167.1
2021-01-31,94.4,80.8,86.5,79.2,82.8,87.6,92.8,85.7,77.1,94.4,126.6,87.5,131.5,90.7,130.4,166.1,163.4
2021-02-01,93.4,79.6,86.0,79.4,83.8,85.9,92.3,83.7,76.7,94.1,125.6,88.1,129.3,90.1,130.9,152.7,162.0
2021-02-02,89.5,73.4,82.1,78.3,89.0,83.2,90.2,79.4,73.5,89.1,123.6,83.6,119.4,83.1,123.7,145.7,158.1
2021-02-03,86.6,69.2,77.6,74.6,92.3,80.8,88.2,74.9,70.3,88.1,130.4,79.1,112.6,87.7,115.7,135.6,157.6
2021-02-04,84.3,67.3,74.9,75.1,90.0,79.7,86.1,71.7,67.0,85.4,124.7,77.4,104.0,87.7,114.6,129.1,152.0
2021-02-05,81.1,64.4,71.7,72.6,84.0,77.0,82.6,70.0,63.9,81.8,122.4,73.8,96.2,86.2,110.1,124.5,150.1
2021-02-06,78.9,64.5,71.5,71.5,81.0,74.8,81.0,67.4,62.5,79.5,116.1,73.9,92.9,84.9,105.1,118.9,144.0
2021-02-07,77.5,62.1,72.4,71.5,83.7,72.6,80.3,65.3,61.7,77.9,113.7,73.0,91.7,84.4,102.3,116.3,141.2
2021-02-08,72.8,62.2,62.1,67.4,79.6,67.2,77.0,63.0,59.6,74.7,109.5,62.0,87.4,82.2,91.3,106.1,134.9
