Year,Monat,Air transport
2019,1,102.0071654
2019,2,100.9067993
2019,3,101.957305
2019,4,101.43055820000001
2019,5,102.6170966
2019,6,98.79692679
2019,7,101.65983940000001
2019,8,98.67961419
2019,9,98.43885063
2019,10,98.52870154
2019,11,97.44045669
2019,12,97.18335878
