Year,Monat,Air transport
2018,1,104.78307480000001
2018,2,103.3075395
2018,3,102.82261290000001
2018,4,106.8994445
2018,5,102.9112761
2018,6,105.17246540000001
2018,7,101.4478309
2018,8,103.88684070000001
2018,9,102.2729707
2018,10,102.86104209999999
2018,11,102.1583929
2018,12,101.2827733
