datum,uhrzeit_start,uhrzeit_ende,zaehlstelle,richtung_1,richtung_2,gesamt,min-temp,max-temp,niederschlag,bewoelkung,sonnenstunden
2019.09.01,00:00,23.59,Arnulf,924,77,1001,17.7,27,1.7,66,10
2019.09.02,00:00,23.59,Arnulf,980,75,1055,11.5,17.9,2.4,85,0
2019.09.03,00:00,23.59,Arnulf,1983,123,2106,9.2,22.3,0,23,12.2
2019.09.04,00:00,23.59,Arnulf,2133,117,2250,9.5,25.8,0,0,12.9
2019.09.05,00:00,23.59,Arnulf,1123,95,1218,11,16.9,6.4,83,1.4
2019.09.06,00:00,23.59,Arnulf,1323,93,1416,10.6,15,2.7,99,0.1
2019.09.07,00:00,23.59,Arnulf,618,46,664,9.4,15.9,3.4,98,0
2019.09.08,00:00,23.59,Arnulf,261,36,297,8.2,11.4,25.4,98,0
2019.09.09,00:00,23.59,Arnulf,1050,92,1142,7.4,13.1,1,83,1
2019.09.10,00:00,23.59,Arnulf,1814,113,1927,5.7,19.4,0,80,11.8
2019.09.11,00:00,23.59,Arnulf,1937,121,2058,10,21.1,0,68,7.5
2019.09.12,00:00,23.59,Arnulf,2084,135,2219,12.7,23.6,0,50,9.1
2019.09.13,00:00,23.59,Arnulf,1840,112,1952,11.5,25.1,0,25,12
2019.09.14,00:00,23.59,Arnulf,1163,81,1244,13.5,23.8,0,59,9
2019.09.15,00:00,23.59,Arnulf,1144,72,1216,11.4,26.5,0,13,11.2
2019.09.16,00:00,23.59,Arnulf,2072,127,2199,14.3,26.9,0.1,75,7.5
2019.09.17,00:00,23.59,Arnulf,1833,119,1952,11.1,20.8,0,63,6
2019.09.18,00:00,23.59,Arnulf,1822,122,1944,6.7,17.4,0,11,11.7
2019.09.19,00:00,23.59,Arnulf,1905,87,1992,5.4,16.5,0,40,10.9
2019.09.20,00:00,23.59,Arnulf,1902,109,2011,3.4,16.5,0,79,10.7
2019.09.21,00:00,23.59,Arnulf,1088,77,1165,4.8,21,0,5,12
2019.09.22,00:00,23.59,Arnulf,1061,85,1146,7.8,19.6,0,94,1.4
2019.09.23,00:00,23.59,Arnulf,902,67,969,11.4,15.5,9.6,98,0
2019.09.24,00:00,23.59,Arnulf,1858,145,2003,10.3,19.3,0.2,83,5.7
2019.09.25,00:00,23.59,Arnulf,1755,113,1868,12.8,19.6,0.6,98,3.9
2019.09.26,00:00,23.59,Arnulf,1701,125,1826,12.6,17.9,0.3,96,1.9
2019.09.27,00:00,23.59,Arnulf,1792,158,1950,13.7,22.8,12.3,98,5.1
2019.09.28,00:00,23.59,Arnulf,957,75,1032,12.4,18.1,0,95,4.7
2019.09.29,00:00,23.59,Arnulf,1109,94,1203,11.2,23.6,0.1,50,10.4
2019.09.30,00:00,23.59,Arnulf,1755,104,1859,9.9,19.1,0,78,6.7
2019.09.01,00:00,23.59,Kreuther,79,143,222,17.7,27,1.7,66,10
2019.09.02,00:00,23.59,Kreuther,87,113,200,11.5,17.9,2.4,85,0
2019.09.03,00:00,23.59,Kreuther,203,266,469,9.2,22.3,0,23,12.2
2019.09.04,00:00,23.59,Kreuther,222,285,507,9.5,25.8,0,0,12.9
2019.09.05,00:00,23.59,Kreuther,125,138,263,11,16.9,6.4,83,1.4
2019.09.06,00:00,23.59,Kreuther,118,172,290,10.6,15,2.7,99,0.1
2019.09.07,00:00,23.59,Kreuther,45,62,107,9.4,15.9,3.4,98,0
2019.09.08,00:00,23.59,Kreuther,19,22,41,8.2,11.4,25.4,98,0
2019.09.09,00:00,23.59,Kreuther,113,120,233,7.4,13.1,1,83,1
2019.09.10,00:00,23.59,Kreuther,197,249,446,5.7,19.4,0,80,11.8
