datum,uhrzeit_start,uhrzeit_ende,zaehlstelle,richtung_1,richtung_2,gesamt,min-temp,max-temp,niederschlag,bewoelkung,sonnenstunden
2019.06.01,00:00,23.59,Arnulf,502,32,534,9.7,25.1,0,51,14.7
2019.06.02,00:00,23.59,Arnulf,381,33,414,12.4,28.1,0,51,15.3
2019.06.03,00:00,23.59,Arnulf,644,51,695,12.8,29.8,0.3,19,13.8
2019.06.04,00:00,23.59,Arnulf,575,53,628,14.4,29.4,0,14,14.6
2019.06.05,00:00,23.59,Arnulf,603,61,664,14.3,29.7,0,4,14.6
2019.06.06,00:00,23.59,Arnulf,423,51,474,12.4,21.4,0,81,1.9
2019.06.07,00:00,23.59,Arnulf,428,57,485,10.6,28.1,0,19,14.6
2019.06.08,00:00,23.59,Arnulf,222,30,252,14.5,22.3,0,71,7.5
2019.06.09,00:00,23.59,Arnulf,117,12,129,10.7,26.6,0.5,69,9.9
2019.06.10,00:00,23.59,Arnulf,164,11,175,14.7,26.8,18.8,79,6.6
2019.06.11,00:00,23.59,Arnulf,184,34,218,13,23.3,0,95,3.2
2019.06.12,00:00,23.59,Arnulf,192,28,220,12.8,20,0,88,1.8
2019.06.13,00:00,23.59,Arnulf,106,9,115,12.1,24.6,0,24,14.2
2019.06.14,00:00,23.59,Arnulf,108,18,126,11,25,0,38,11
2019.06.15,00:00,23.59,Arnulf,185,12,197,14.1,26.3,0,69,7.8
2019.06.16,00:00,23.59,Arnulf,116,14,130,13.8,22.2,0,78,2.1
2019.06.17,00:00,23.59,Arnulf,257,21,278,12.3,26,0,45,13.8
2019.06.18,00:00,23.59,Arnulf,184,30,214,14,28.9,0,35,14.1
2019.06.19,00:00,23.59,Arnulf,117,14,131,17.2,30.7,1.5,45,11.9
2019.06.20,00:00,23.59,Arnulf,47,4,51,15,25.1,18.2,81,3
2019.06.21,00:00,23.59,Arnulf,102,17,119,14.2,25.3,8.4,86,7.6
2019.06.22,00:00,23.59,Arnulf,40,3,43,14.7,24.6,14.2,98,4.2
2019.06.23,00:00,23.59,Arnulf,44,5,49,15.5,23.6,0.1,79,4.3
2019.06.24,00:00,23.59,Arnulf,62,3,65,16.2,28.8,0,23,14.9
2019.06.25,00:00,23.59,Arnulf,71,8,79,15.7,32.6,0,38,14.8
2019.06.26,00:00,23.59,Arnulf,76,6,82,18.2,34.5,0,26,14.7
2019.06.27,00:00,23.59,Arnulf,75,5,80,19.1,32.8,0,6,14.2
2019.06.28,00:00,23.59,Arnulf,82,16,98,15.2,28.7,0,0,15.6
2019.06.29,00:00,23.59,Arnulf,38,3,41,14.8,30,0,0,15.6
2019.06.30,00:00,23.59,Arnulf,34,6,40,15.2,35.2,0,13,15.3
2019.06.01,00:00,23.59,Kreuther,0,0,0,9.7,25.1,0,51,14.7
2019.06.02,00:00,23.59,Kreuther,0,0,0,12.4,28.1,0,51,15.3
2019.06.03,00:00,23.59,Kreuther,48,99,147,12.8,29.8,0.3,19,13.8
2019.06.03,00:00,23.59,Kreuther,106,275,381,12.8,29.8,0.3,19,13.8
2019.06.05,00:00,23.59,Kreuther,230,306,536,14.3,29.7,0,4,14.6
2019.06.06,00:00,23.59,Kreuther,159,228,387,12.4,21.4,0,81,1.9
2019.06.07,00:00,23.59,Kreuther,196,291,487,10.6,28.1,0,19,14.6
2019.06.08,00:00,23.59,Kreuther,78,145,223,14.5,22.3,0,71,7.5
2019.06.09,00:00,23.59,Kreuther,94,201,295,10.7,26.6,0.5,69,9.9
2019.06.10,00:00,23.59,Kreuther,92,190,282,14.7,26.8,18.8,79,6.6
2019.06.11,00:00,23.59,Kreuther,147,195,342,13,23.3,0,95,3.2
2019.06.12,00:00,23.59,Kreuther,159,238,397,12.8,20,0,88,1.8
2019.06.13,00:00,23.59,Kreuther,177,281,458,12.1,24.6,0,24,14.2
2019.06.14,00:00,23.59,Kreuther,157,262,419,11,25,0,38,11
2019.06.15,00:00,23.59,Kreuther,93,151,244,14.1,26.3,0,69,7.8
