datum,uhrzeit_start,uhrzeit_ende,zaehlstelle,richtung_1,richtung_2,gesamt,min-temp,max-temp,niederschlag,bewoelkung,sonnenstunden
2019.12.01,00:00,23.59,Arnulf,421,33,454,-1,1.8,1.8,98,0
2019.12.02,00:00,23.59,Arnulf,1003,76,1079,0,1.1,0,98,0
2019.12.03,00:00,23.59,Arnulf,1200,110,1310,-1.9,5.1,0,44,8.2
2019.12.04,00:00,23.59,Arnulf,1208,84,1292,-2.9,2.8,0,23,8.1
2019.12.05,00:00,23.59,Arnulf,1252,129,1381,-4.8,0,0,83,5
2019.12.06,00:00,23.59,Arnulf,1045,79,1124,-3.8,9.7,0.4,54,7.8
2019.12.07,00:00,23.59,Arnulf,556,41,597,6.4,10.2,0,95,1.5
2019.12.08,00:00,23.59,Arnulf,470,54,524,3.8,12.1,0,96,6.8
2019.12.09,00:00,23.59,Arnulf,1250,107,1357,4.1,11.1,3.4,89,2.6
2019.12.10,00:00,23.59,Arnulf,1179,110,1289,-1,4.2,0,53,2.2
2019.12.11,00:00,23.59,Arnulf,1165,94,1259,-3.8,3.5,2.4,80,3.4
2019.12.12,00:00,23.59,Arnulf,949,79,1028,-0.2,3.6,0.9,63,0
2019.12.13,00:00,23.59,Arnulf,883,83,966,-1.2,6.3,1.5,76,1.6
2019.12.14,00:00,23.59,Arnulf,471,39,510,1.8,9.8,1.6,84,2.2
2019.12.15,00:00,23.59,Arnulf,401,53,454,6.1,15.4,0,96,4.2
2019.12.16,00:00,23.59,Arnulf,1368,87,1455,2.3,8.6,0,98,1.7
2019.12.17,00:00,23.59,Arnulf,1444,91,1535,2.1,15.7,0,93,4.1
2019.12.18,00:00,23.59,Arnulf,1480,107,1587,6.3,15.1,0,93,4.1
2019.12.19,00:00,23.59,Arnulf,1363,83,1446,2.8,11.3,0,93,4.1
2019.12.20,00:00,23.59,Arnulf,1238,118,1356,3.2,16.1,7.9,66,3.5
2019.12.21,00:00,23.59,Arnulf,305,33,338,2.5,6.7,2.4,71,0
2019.12.22,00:00,23.59,Arnulf,288,41,329,1.6,8.6,0.2,99,0
2019.12.23,00:00,23.59,Arnulf,524,51,575,4.7,6.6,2.5,98,0
2019.12.24,00:00,23.59,Arnulf,195,22,217,3.7,7,7.4,83,2.5
2019.12.25,00:00,23.59,Arnulf,102,11,113,3.1,7.5,8.3,98,0.1
2019.12.26,00:00,23.59,Arnulf,191,22,213,1,5.8,1.5,81,4.8
2019.12.27,00:00,23.59,Arnulf,312,30,342,1.7,4.9,4.9,98,0
2019.12.28,00:00,23.59,Arnulf,337,37,374,-2.1,2,0,69,3.2
2019.12.29,00:00,23.59,Arnulf,253,32,285,-4.8,2.5,0,26,7.9
