datum,uhrzeit_start,uhrzeit_ende,zaehlstelle,richtung_1,richtung_2,gesamt,min-temp,max-temp,niederschlag,bewoelkung,sonnenstunden
2019.02.01,00:00:00,23.59,Arnulf,679,83,762,-0.2,2.7,2.9,99,0.5
2019.02.02,00:00:00,23.59,Arnulf,236,20,256,0.7,5.9,10.5,100,0
2019.02.03,00:00:00,23.59,Arnulf,34,2,36,-1.5,1.7,20.8,98,0
2019.02.04,00:00:00,23.59,Arnulf,232,22,254,-4.5,2.3,0,73,4.3
2019.02.05,00:00:00,23.59,Arnulf,405,34,439,-3.9,2.5,0,81,5.7
2019.02.06,00:00:00,23.59,Arnulf,449,36,485,-6.6,-1.2,0,98,5.5
2019.02.07,00:00:00,23.59,Arnulf,461,30,491,-5.6,4.5,4.8,98,2.4
2019.02.08,00:00:00,23.59,Arnulf,581,48,629,1.7,9.2,0,83,8.3
2019.02.09,00:00:00,23.59,Arnulf,259,18,277,0.8,9.7,0.4,96,5
2019.02.10,00:00:00,23.59,Arnulf,266,29,295,4.1,15.2,1.8,96,4.3
2019.02.11,00:00:00,23.59,Arnulf,464,63,527,0,4.7,6.3,89,0
2019.02.12,00:00:00,23.59,Arnulf,656,71,727,-0.1,3.2,0,94,0.1
2019.02.13,00:00:00,23.59,Arnulf,851,82,933,-0.9,8,0,60,8.5
2019.02.14,00:00:00,23.59,Arnulf,867,78,945,-1.5,11.3,0,54,8.7
2019.02.15,00:00:00,23.59,Arnulf,916,76,992,-1.4,12.6,0,14,9.9
2019.02.16,00:00:00,23.59,Arnulf,537,43,580,-2.1,15.8,0,23,9.8
2019.02.17,00:00:00,23.59,Arnulf,539,36,575,-1.7,17.3,0,26,10.2
2019.02.18,00:00:00,23.59,Arnulf,1058,96,1154,-1.8,14.8,0,0,10.2
2019.02.19,00:00:00,23.59,Arnulf,1179,98,1277,1,12.8,0.1,78,6
2019.02.20,00:00:00,23.59,Arnulf,1074,84,1158,5,10,0,99,1.3
2019.02.21,00:00:00,23.59,Arnulf,1126,89,1215,4.1,12.8,2,88,4.7
2019.02.22,00:00:00,23.59,Arnulf,628,50,678,2.7,9.8,0.8,89,0.4
2019.02.23,00:00:00,23.59,Arnulf,452,38,490,-1.7,5.7,0,31,9.9
2019.02.24,00:00:00,23.59,Arnulf,388,31,419,-3.2,6.5,0,41,6.6
2019.02.25,00:00:00,23.59,Arnulf,1122,92,1214,-1.7,13.6,0,40,10
2019.02.26,00:00:00,23.59,Arnulf,1289,89,1378,-0.1,16,0,85,9.5
2019.02.27,00:00:00,23.59,Arnulf,1253,98,1351,2.1,17.7,0,25,10.5
2019.02.28,00:00:00,23.59,Arnulf,1262,86,1348,3.3,18.1,1.1,21,10.4
2019.02.01,00:00:00,23.59,Kreuther,66,98,164,-0.2,2.7,2.9,99,0.5
2019.02.02,00:00:00,23.59,Kreuther,20,28,48,0.7,5.9,10.5,100,0
2019.02.03,00:00:00,23.59,Kreuther,3,2,5,-1.5,1.7,20.8,98,0
2019.02.04,00:00:00,23.59,Kreuther,13,12,25,-4.5,2.3,0,73,4.3
2019.02.05,00:00:00,23.59,Kreuther,6,24,30,-3.9,2.5,0,81,5.7
2019.02.06,00:00:00,23.59,Kreuther,3,14,17,-6.6,-1.2,0,98,5.5
