datum,uhrzeit_start,uhrzeit_ende,zaehlstelle,richtung_1,richtung_2,gesamt,min-temp,max-temp,niederschlag,bewoelkung,sonnenstunden
2019.01.01,00:00:00,23.59,Arnulf,138,14,152,2.7,5.2,1.6,99,0
2019.01.02,00:00:00,23.59,Arnulf,361,30,391,-2.1,3.2,0.6,88,0.7
2019.01.03,00:00:00,23.59,Arnulf,345,32,377,-3.1,-0.6,0,93,2.9
2019.01.04,00:00:00,23.59,Arnulf,255,27,282,-1.7,-0.3,5,96,0
2019.01.05,00:00:00,23.59,Arnulf,41,12,53,-0.9,1,22.1,95,0
2019.01.06,00:00:00,23.59,Arnulf,78,29,107,0.7,1.8,4.7,95,0
2019.01.07,00:00:00,23.59,Arnulf,458,56,514,0.7,2.1,2,100,0
2019.01.08,00:00:00,23.59,Arnulf,520,61,581,0.8,4.5,3.9,96,0.5
2019.01.09,00:00:00,23.59,Arnulf,376,41,417,-1.5,1.8,15.8,91,0
2019.01.10,00:00:00,23.59,Arnulf,164,11,175,-3.5,0.1,3.7,94,0
2019.01.11,00:00:00,23.59,Arnulf,121,19,140,-4.1,-1,4.6,98,0
2019.01.12,00:00:00,23.59,Arnulf,43,9,52,-1.1,2.9,6,99,0.1
2019.01.13,00:00:00,23.59,Arnulf,91,10,101,1.4,5.4,8.1,99,0
2019.01.14,00:00:00,23.59,Arnulf,492,60,552,-0.1,4.7,6.1,93,0
2019.01.15,00:00:00,23.59,Arnulf,469,48,517,-0.8,3.4,0,100,0.2
2019.01.16,00:00:00,23.59,Arnulf,660,69,729,-0.9,7.5,0,79,8.1
2019.01.17,00:00:00,23.59,Arnulf,720,75,795,1.9,8.3,1,96,1.9
2019.01.18,00:00:00,23.59,Arnulf,580,60,640,-2.9,2.2,0.1,93,1.5
2019.01.19,00:00:00,23.59,Arnulf,259,21,280,-6,-0.1,0,80,5.8
2019.01.20,00:00:00,23.59,Arnulf,174,19,193,-8,-1.5,0,75,2.7
2019.01.21,00:00:00,23.59,Arnulf,632,63,695,-3.5,-1.9,0,100,0
2019.01.22,00:00:00,23.59,Arnulf,651,69,720,-5.1,-1.2,0,100,0
2019.01.23,00:00:00,23.59,Arnulf,683,60,743,-5,-3.3,0,100,0
2019.01.24,00:00:00,23.59,Arnulf,707,57,764,-4.4,-0.4,0.1,91,1.8
2019.01.25,00:00:00,23.59,Arnulf,472,48,520,-4.7,-2.6,0.7,98,1
2019.01.26,00:00:00,23.59,Arnulf,171,16,187,-3.1,4.7,1.2,96,0
2019.01.27,00:00:00,23.59,Arnulf,194,21,215,2.1,7.1,0.4,99,0
2019.01.28,00:00:00,23.59,Arnulf,745,61,806,0.2,3.7,0.3,95,1
2019.01.29,00:00:00,23.59,Arnulf,651,65,716,-2.9,3.3,0,79,3.4
2019.01.30,00:00:00,23.59,Arnulf,692,63,755,-4.6,4.3,0,98,0.3
2019.01.31,00:00:00,23.59,Arnulf,794,75,869,-3.6,4.2,0,50,7
2019.01.01,00:00:00,23.59,Kreuther,17,26,43,2.7,5.2,1.6,99,0
2019.01.02,00:00:00,23.59,Kreuther,37,35,72,-2.1,3.2,0.6,88,0.7
2019.01.03,00:00:00,23.59,Kreuther,28,35,63,-3.1,-0.6,0,93,2.9
2019.01.04,00:00:00,23.59,Kreuther,25,24,49,-1.7,-0.3,5,96,0
2019.01.05,00:00:00,23.59,Kreuther,5,4,9,-0.9,1,22.1,95,0
2019.01.06,00:00:00,23.59,Kreuther,4,1,5,0.7,1.8,4.7,95,0
2019.01.07,00:00:00,23.59,Kreuther,41,61,102,0.7,2.1,2,100,0
2019.01.08,00:00:00,23.59,Kreuther,58,67,125,0.8,4.5,3.9,96,0.5
2019.01.09,00:00:00,23.59,Kreuther,49,67,116,-1.5,1.8,15.8,91,0
2019.01.10,00:00:00,23.59,Kreuther,23,35,58,-3.5,0.1,3.7,94,0
2019.01.11,00:00:00,23.59,Kreuther,7,30,37,-4.1,-1,4.6,98,0
2019.01.12,00:00:00,23.59,Kreuther,8,10,18,-1.1,2.9,6,99,0.1
2019.01.13,00:00:00,23.59,Kreuther,0,4,4,1.4,5.4,8.1,99,0
2019.01.14,00:00:00,23.59,Kreuther,51,74,125,-0.1,4.7,6.1,93,0
2019.01.15,00:00:00,23.59,Kreuther,55,68,123,-0.8,3.4,0,100,0.2
2019.01.16,00:00:00,23.59,Kreuther,63,96,159,-0.9,7.5,0,79,8.1
2019.01.17,00:00:00,23.59,Kreuther,66,98,164,1.9,8.3,1,96,1.9
2019.01.18,00:00:00,23.59,Kreuther,61,79,140,-2.9,2.2,0.1,93,1.5
2019.01.19,00:00:00,23.59,Kreuther,22,28,50,-6,-0.1,0,80,5.8
2019.01.20,00:00:00,23.59,Kreuther,6,15,21,-8,-1.5,0,75,2.7
2019.01.21,00:00:00,23.59,Kreuther,71,81,152,-3.5,-1.9,0,100,0
2019.01.22,00:00:00,23.59,Kreuther,64,101,165,-5.1,-1.2,0,100,0
2019.01.23,00:00:00,23.59,Kreuther,58,86,144,-5,-3.3,0,100,0
2019.01.24,00:00:00,23.59,Kreuther,68,101,169,-4.4,-0.4,0.1,91,1.8
2019.01.25,00:00:00,23.59,Kreuther,50,69,119,-4.7,-2.6,0.7,98,1
