datum,uhrzeit_start,uhrzeit_ende,zaehlstelle,richtung_1,richtung_2,gesamt,min-temp,max-temp,niederschlag,bewoelkung,sonnenstunden
2019.03.01,00:00:00,23.59,Arnulf,582,56,638,6.2,9.8,3.7,96,0
2019.03.02,00:00:00,23.59,Arnulf,367,18,385,5.2,9.2,0,96,0.2
2019.03.03,00:00:00,23.59,Arnulf,452,40,492,7,14.2,0,95,7.2
2019.03.04,00:00:00,23.59,Arnulf,915,78,993,4.5,16.9,1.7,90,4.2
2019.03.05,00:00:00,23.59,Arnulf,728,58,786,3.8,9.6,4.8,80,3.6
2019.03.06,00:00:00,23.59,Arnulf,1052,81,1133,2.9,13.6,0,94,6.2
2019.03.07,00:00:00,23.59,Arnulf,880,81,961,7.2,12.6,1,86,3.3
2019.03.08,00:00:00,23.59,Arnulf,888,83,971,5.6,10.2,0,83,5
2019.03.09,00:00:00,23.59,Arnulf,283,27,310,6.1,11.4,3.5,96,0.2
2019.03.10,00:00:00,23.59,Arnulf,178,26,204,4.4,14.1,3.2,84,1.5
2019.03.11,00:00:00,23.59,Arnulf,552,48,600,-0.3,5.1,4.8,65,1.6
2019.03.12,00:00:00,23.59,Arnulf,1002,65,1067,1.4,9.6,0,81,7.2
2019.03.13,00:00:00,23.59,Arnulf,851,62,913,3.3,10.7,1.1,76,6
2019.03.14,00:00:00,23.59,Arnulf,687,71,758,3,6.1,3.8,96,0
2019.03.15,00:00:00,23.59,Arnulf,475,50,525,4,10.5,9.9,93,0
2019.03.16,00:00:00,23.59,Arnulf,440,24,464,9.4,16,0,79,4.3
2019.03.17,00:00:00,23.59,Arnulf,574,32,606,3.2,19.3,3.8,78,9.6
2019.03.18,00:00:00,23.59,Arnulf,861,67,928,1.7,7.1,0,83,2.2
2019.03.19,00:00:00,23.59,Arnulf,1053,89,1142,0.8,7.9,0,64,5.6
2019.03.20,00:00:00,23.59,Arnulf,1213,85,1298,-1.4,9.7,0,15,10.3
2019.03.21,00:00:00,23.59,Arnulf,1258,101,1359,-1.2,12.8,0,35,11.8
2019.03.22,00:00:00,23.59,Arnulf,1212,104,1316,0.3,16.3,0,39,10.6
2019.03.23,00:00:00,23.59,Arnulf,851,41,892,2.6,18.7,0,26,11.6
2019.03.24,00:00:00,23.59,Arnulf,746,31,777,3.3,18.1,0,13,11.1
2019.03.25,00:00:00,23.59,Arnulf,1086,66,1152,1.8,9.8,1.4,88,4.7
2019.03.26,00:00:00,23.59,Arnulf,1132,91,1223,1.2,8.3,1,93,2.7
2019.03.27,00:00:00,23.59,Arnulf,853,65,918,1.7,7.5,0.3,99,0.1
2019.03.28,00:00:00,23.59,Arnulf,1248,100,1348,4.9,12.8,0,99,4.8
2019.03.29,00:00:00,23.59,Arnulf,1279,108,1387,4,15.2,0,23,10.8
2019.03.30,00:00:00,23.59,Arnulf,895,25,920,2.7,18.3,0,50,11.9
2019.03.31,00:00:00,23.59,Arnulf,807,37,844,3.4,18.4,0,6,11.7
2019.03.01,00:00:00,23.59,Kreuther,65,80,145,6.2,9.8,3.7,96,0
2019.03.02,00:00:00,23.59,Kreuther,26,50,76,5.2,9.2,0,96,0.2
2019.03.03,00:00:00,23.59,Kreuther,51,90,141,7,14.2,0,95,7.2
2019.03.04,00:00:00,23.59,Kreuther,78,110,188,4.5,16.9,1.7,90,4.2
2019.03.05,00:00:00,23.59,Kreuther,68,96,164,3.8,9.6,4.8,80,3.6
2019.03.06,00:00:00,23.59,Kreuther,84,135,219,2.9,13.6,0,94,6.2
2019.03.07,00:00:00,23.59,Kreuther,79,102,181,7.2,12.6,1,86,3.3
2019.03.08,00:00:00,23.59,Kreuther,79,121,200,5.6,10.2,0,83,5
2019.03.09,00:00:00,23.59,Kreuther,23,33,56,6.1,11.4,3.5,96,0.2
2019.03.10,00:00:00,23.59,Kreuther,19,22,41,4.4,14.1,3.2,84,1.5
2019.03.11,00:00:00,23.59,Kreuther,70,82,152,-0.3,5.1,4.8,65,1.6
2019.03.12,00:00:00,23.59,Kreuther,102,142,244,1.4,9.6,0,81,7.2
2019.03.13,00:00:00,23.59,Kreuther,83,130,213,3.3,10.7,1.1,76,6
2019.03.14,00:00:00,23.59,Kreuther,37,71,108,3,6.1,3.8,96,0
2019.03.15,00:00:00,23.59,Kreuther,53,70,123,4,10.5,9.9,93,0
2019.03.16,00:00:00,23.59,Kreuther,36,68,104,9.4,16,0,79,4.3
2019.03.17,00:00:00,23.59,Kreuther,49,129,178,3.2,19.3,3.8,78,9.6
2019.03.18,00:00:00,23.59,Kreuther,66,88,154,1.7,7.1,0,83,2.2
2019.03.19,00:00:00,23.59,Kreuther,115,151,266,0.8,7.9,0,64,5.6
