datum,uhrzeit_start,uhrzeit_ende,zaehlstelle,richtung_1,richtung_2,gesamt,min-temp,max-temp,niederschlag,bewoelkung,sonnenstunden
2019.10.01,00:00,23.59,Arnulf,2131,114,2245,9.6,24.1,3,46,9.4
2019.10.02,00:00,23.59,Arnulf,1101,80,1181,5.9,15.7,28.7,98,0.5
2019.10.03,00:00,23.59,Arnulf,680,70,750,5.3,12,0,53,6.9
2019.10.04,00:00,23.59,Arnulf,1134,105,1239,4.5,12.6,1,99,0.6
2019.10.05,00:00,23.59,Arnulf,465,49,514,5,11.6,3.7,95,0.4
2019.10.06,00:00,23.59,Arnulf,498,63,561,4.2,11.9,13.6,91,0.5
2019.10.07,00:00,23.59,Arnulf,873,65,938,6.6,10.7,2.5,91,0.2
2019.10.08,00:00,23.59,Arnulf,1480,88,1568,7.5,17.9,6.3,98,0.7
2019.10.09,00:00,23.59,Arnulf,702,67,769,9.1,17.3,12.3,88,0
2019.10.10,00:00,23.59,Arnulf,1347,107,1454,8.5,13.8,0.6,79,3
2019.10.11,00:00,23.59,Arnulf,1494,115,1609,7.3,19,0,75,10.7
2019.10.12,00:00,23.59,Arnulf,1051,52,1103,6.2,24.4,0,43,10.4
2019.10.13,00:00,23.59,Arnulf,976,60,1036,8.8,24.5,0,25,10.3
2019.10.14,00:00,23.59,Arnulf,1816,122,1938,9.2,23.4,0,18,9.5
2019.10.15,00:00,23.59,Arnulf,1946,135,2081,8.8,23.4,3.5,41,9.7
2019.10.16,00:00,23.59,Arnulf,1756,116,1872,7.8,17.2,0,31,9.7
2019.10.17,00:00,23.59,Arnulf,1833,119,1952,6.1,20.9,0,73,9.4
2019.10.18,00:00,23.59,Arnulf,1651,110,1761,10.9,21,0,98,4.7
2019.10.19,00:00,23.59,Arnulf,1057,73,1130,8.5,15.5,0,91,2
2019.10.20,00:00,23.59,Arnulf,1044,84,1128,7,23,0,85,5.1
2019.10.21,00:00,23.59,Arnulf,1803,126,1929,11.9,20.4,0,94,2.5
2019.10.22,00:00,23.59,Arnulf,1755,118,1873,10.5,13.1,0,100,0
2019.10.23,00:00,23.59,Arnulf,1730,112,1842,9,16,0,83,4.5
2019.10.24,00:00,23.59,Arnulf,1771,112,1883,7.4,15.5,0,99,2.9
2019.10.25,00:00,23.59,Arnulf,1626,132,1758,8.9,18.4,0,78,4.3
2019.10.26,00:00,23.59,Arnulf,996,68,1064,6.6,22.1,0,4,9.7
2019.10.27,00:00,23.59,Arnulf,952,48,1000,10.1,22.4,4.9,54,8.5
2019.10.28,00:00,23.59,Arnulf,836,66,902,7.2,12.9,3.3,99,0
2019.10.29,00:00,23.59,Arnulf,833,72,905,6,7.6,1.5,99,0
2019.10.30,00:00,23.59,Arnulf,1081,78,1159,3.6,6.7,1.1,98,0.1
2019.10.31,00:00,23.59,Arnulf,1097,94,1191,2.9,6.4,0,100,0
2019.10.01,00:00,23.59,Kreuther,144,223,367,9.6,24.1,3,46,9.4
2019.10.02,00:00,23.59,Kreuther,103,126,229,5.9,15.7,28.7,98,0.5
2019.10.03,00:00,23.59,Kreuther,45,61,106,5.3,12,0,53,6.9
2019.10.04,00:00,23.59,Kreuther,85,127,212,4.5,12.6,1,99,0.6
2019.10.05,00:00,23.59,Kreuther,32,36,68,5,11.6,3.7,95,0.4
2019.10.06,00:00,23.59,Kreuther,50,51,101,4.2,11.9,13.6,91,0.5
2019.10.07,00:00,23.59,Kreuther,94,99,193,6.6,10.7,2.5,91,0.2
2019.10.08,00:00,23.59,Kreuther,147,208,355,7.5,17.9,6.3,98,0.7
2019.10.09,00:00,23.59,Kreuther,71,80,151,9.1,17.3,12.3,88,0
2019.10.10,00:00,23.59,Kreuther,141,183,324,8.5,13.8,0.6,79,3
2019.10.11,00:00,23.59,Kreuther,155,217,372,7.3,19,0,75,10.7
2019.10.12,00:00,23.59,Kreuther,92,136,228,6.2,24.4,0,43,10.4
2019.10.13,00:00,23.59,Kreuther,93,194,287,8.8,24.5,0,25,10.3
2019.10.14,00:00,23.59,Kreuther,175,278,453,9.2,23.4,0,18,9.5
2019.10.15,00:00,23.59,Kreuther,216,280,496,8.8,23.4,3.5,41,9.7
2019.10.16,00:00,23.59,Kreuther,162,219,381,7.8,17.2,0,31,9.7
2019.10.17,00:00,23.59,Kreuther,177,224,401,6.1,20.9,0,73,9.4
2019.10.18,00:00,23.59,Kreuther,152,228,380,10.9,21,0,98,4.7
2019.10.19,00:00,23.59,Kreuther,66,122,188,8.5,15.5,0,91,2
2019.10.20,00:00,23.59,Kreuther,97,148,245,7,23,0,85,5.1
2019.10.21,00:00,23.59,Kreuther,177,244,421,11.9,20.4,0,94,2.5
2019.10.22,00:00,23.59,Kreuther,164,259,423,10.5,13.1,0,100,0
2019.10.23,00:00,23.59,Kreuther,173,227,400,9,16,0,83,4.5
2019.10.24,00:00,23.59,Kreuther,167,270,437,7.4,15.5,0,99,2.9
2019.10.25,00:00,23.59,Kreuther,168,230,398,8.9,18.4,0,78,4.3
2019.10.26,00:00,23.59,Kreuther,87,96,183,6.6,22.1,0,4,9.7
2019.10.27,00:00,23.59,Kreuther,83,144,227,10.1,22.4,4.9,54,8.5
2019.10.28,00:00,23.59,Kreuther,84,105,189,7.2,12.9,3.3,99,0
2019.10.29,00:00,23.59,Kreuther,76,109,185,6,7.6,1.5,99,0
2019.10.30,00:00,23.59,Kreuther,92,107,199,3.6,6.7,1.1,98,0.1
2019.10.31,00:00,23.59,Kreuther,103,130,233,2.9,6.4,0,100,0
2019.10.01,00:00,23.59,Olympia,1274,1326,2600,9.6,24.1,3,46,9.4
2019.10.02,00:00,23.59,Olympia,522,565,1087,5.9,15.7,28.7,98,0.5
2019.10.03,00:00,23.59,Olympia,586,610,1196,5.3,12,0,53,6.9
2019.10.04,00:00,23.59,Olympia,507,511,1018,4.5,12.6,1,99,0.6
2019.10.05,00:00,23.59,Olympia,221,245,466,5,11.6,3.7,95,0.4
2019.10.06,00:00,23.59,Olympia,397,397,794,4.2,11.9,13.6,91,0.5
