datum,uhrzeit_start,uhrzeit_ende,zaehlstelle,richtung_1,richtung_2,gesamt,min-temp,max-temp,niederschlag,bewoelkung,sonnenstunden
2019.11.01,00:00,23.59,Arnulf,352,34,386,2.9,10.4,2,100,0.3
2019.11.02,00:00,23.59,Arnulf,520,45,565,8.9,18.1,1.3,96,1.9
2019.11.03,00:00,23.59,Arnulf,396,35,431,7.9,12.4,1.2,98,0.2
2019.11.04,00:00,23.59,Arnulf,1321,116,1437,8.7,15.1,4.7,70,4.7
2019.11.05,00:00,23.59,Arnulf,1168,86,1254,3.5,10.4,0.2,88,0.4
2019.11.06,00:00,23.59,Arnulf,1368,99,1467,3.7,10.1,0,79,0.9
2019.11.07,00:00,23.59,Arnulf,1582,103,1685,2.3,11.4,0,56,6.6
2019.11.08,00:00,23.59,Arnulf,1066,114,1180,3.6,7.1,3,100,0
2019.11.09,00:00,23.59,Arnulf,536,34,570,-0.1,7.6,0.3,74,0.4
2019.11.10,00:00,23.59,Arnulf,428,37,465,-1.7,1.6,0,83,0
2019.11.11,00:00,23.59,Arnulf,1229,86,1315,-0.7,3.5,2.3,99,0.1
2019.11.12,00:00,23.59,Arnulf,1191,80,1271,2,6.1,3.8,95,0
2019.11.13,00:00,23.59,Arnulf,928,57,985,1.3,5.3,1.3,86,0
2019.11.14,00:00,23.59,Arnulf,1348,87,1435,-0.3,7.1,0,54,6.8
2019.11.15,00:00,23.59,Arnulf,1140,103,1243,-0.2,9,0.3,93,1.3
2019.11.16,00:00,23.59,Arnulf,526,39,565,2.3,5.6,0.3,94,0
2019.11.17,00:00,23.59,Arnulf,340,32,372,3.4,5.9,0.4,99,0.1
2019.11.18,00:00,23.59,Arnulf,1141,57,1198,2.8,9.4,0,69,7.4
2019.11.19,00:00,23.59,Arnulf,1172,71,1243,0.7,6.1,0,81,1.8
2019.11.20,00:00,23.59,Arnulf,1046,63,1109,1.4,4.3,0,95,0.2
2019.11.21,00:00,23.59,Arnulf,1237,72,1309,2.7,5.7,0,100,0
2019.11.22,00:00,23.59,Arnulf,1164,103,1267,1.4,4.8,0,100,0
2019.11.23,00:00,23.59,Arnulf,642,36,678,-0.3,14.4,0,98,3.5
2019.11.24,00:00,23.59,Arnulf,548,41,589,3.5,11.7,0,99,1.9
2019.11.25,00:00,23.59,Arnulf,1276,104,1380,2.3,4.8,0,100,0
2019.11.26,00:00,23.59,Arnulf,1340,106,1446,3.9,11,0,96,1.8
2019.11.27,00:00,23.59,Arnulf,1239,81,1320,3,10.6,0.3,93,0.2
2019.11.28,00:00,23.59,Arnulf,1212,87,1299,7.5,11.6,1.6,79,0.5
2019.11.29,00:00,23.59,Arnulf,981,89,1070,2.3,8.8,3,99,0.1
2019.11.30,00:00,23.59,Arnulf,543,52,595,-0.2,5.5,0,75,1.7
2019.11.01,00:00,23.59,Kreuther,34,46,80,2.9,10.4,2,100,0.3
2019.11.02,00:00,23.59,Kreuther,48,61,109,8.9,18.1,1.3,96,1.9
2019.11.03,00:00,23.59,Kreuther,33,40,73,7.9,12.4,1.2,98,0.2
2019.11.04,00:00,23.59,Kreuther,139,168,307,8.7,15.1,4.7,70,4.7
2019.11.05,00:00,23.59,Kreuther,109,137,246,3.5,10.4,0.2,88,0.4
2019.11.06,00:00,23.59,Kreuther,144,202,346,3.7,10.1,0,79,0.9
2019.11.07,00:00,23.59,Kreuther,143,193,336,2.3,11.4,0,56,6.6
2019.11.08,00:00,23.59,Kreuther,116,154,270,3.6,7.1,3,100,0
2019.11.09,00:00,23.59,Kreuther,42,71,113,-0.1,7.6,0.3,74,0.4
2019.11.10,00:00,23.59,Kreuther,42,51,93,-1.7,1.6,0,83,0
2019.11.11,00:00,23.59,Kreuther,113,156,269,-0.7,3.5,2.3,99,0.1
2019.11.12,00:00,23.59,Kreuther,129,156,285,2,6.1,3.8,95,0
2019.11.13,00:00,23.59,Kreuther,103,116,219,1.3,5.3,1.3,86,0
2019.11.14,00:00,23.59,Kreuther,130,163,293,-0.3,7.1,0,54,6.8
2019.11.15,00:00,23.59,Kreuther,117,164,281,-0.2,9,0.3,93,1.3
2019.11.16,00:00,23.59,Kreuther,31,57,88,2.3,5.6,0.3,94,0
2019.11.17,00:00,23.59,Kreuther,35,37,72,3.4,5.9,0.4,99,0.1
2019.11.18,00:00,23.59,Kreuther,126,181,307,2.8,9.4,0,69,7.4
2019.11.19,00:00,23.59,Kreuther,119,172,291,0.7,6.1,0,81,1.8
2019.11.20,00:00,23.59,Kreuther,95,130,225,1.4,4.3,0,95,0.2
2019.11.21,00:00,23.59,Kreuther,123,167,290,2.7,5.7,0,100,0
2019.11.22,00:00,23.59,Kreuther,112,142,254,1.4,4.8,0,100,0
2019.11.23,00:00,23.59,Kreuther,41,82,123,-0.3,14.4,0,98,3.5
2019.11.24,00:00,23.59,Kreuther,35,62,97,3.5,11.7,0,99,1.9
2019.11.25,00:00,23.59,Kreuther,131,183,314,2.3,4.8,0,100,0
2019.11.26,00:00,23.59,Kreuther,131,173,304,3.9,11,0,96,1.8
2019.11.27,00:00,23.59,Kreuther,117,162,279,3,10.6,0.3,93,0.2
2019.11.28,00:00,23.59,Kreuther,126,138,264,7.5,11.6,1.6,79,0.5
2019.11.29,00:00,23.59,Kreuther,96,129,225,2.3,8.8,3,99,0.1
2019.11.30,00:00,23.59,Kreuther,34,50,84,-0.2,5.5,0,75,1.7
2019.11.01,00:00,23.59,Olympia,355,359,714,2.9,10.4,2,100,0.3
2019.11.02,00:00,23.59,Olympia,525,508,1033,8.9,18.1,1.3,96,1.9
2019.11.03,00:00,23.59,Olympia,467,428,895,7.9,12.4,1.2,98,0.2
2019.11.04,00:00,23.59,Olympia,978,998,1976,8.7,15.1,4.7,70,4.7
2019.11.05,00:00,23.59,Olympia,789,858,1647,3.5,10.4,0.2,88,0.4
2019.11.06,00:00,23.59,Olympia,925,955,1880,3.7,10.1,0,79,0.9
2019.11.07,00:00,23.59,Olympia,1035,1127,2162,2.3,11.4,0,56,6.6
2019.11.08,00:00,23.59,Olympia,693,719,1412,3.6,7.1,3,100,0
2019.11.09,00:00,23.59,Olympia,432,437,869,-0.1,7.6,0.3,74,0.4
2019.11.10,00:00,23.59,Olympia,449,427,876,-1.7,1.6,0,83,0
2019.11.11,00:00,23.59,Olympia,890,930,1820,-0.7,3.5,2.3,99,0.1
2019.11.12,00:00,23.59,Olympia,770,826,1596,2,6.1,3.8,95,0
2019.11.13,00:00,23.59,Olympia,683,711,1394,1.3,5.3,1.3,86,0
2019.11.14,00:00,23.59,Olympia,932,915,1847,-0.3,7.1,0,54,6.8
2019.11.15,00:00,23.59,Olympia,881,864,1745,-0.2,9,0.3,93,1.3
2019.11.16,00:00,23.59,Olympia,389,431,820,2.3,5.6,0.3,94,0
2019.11.17,00:00,23.59,Olympia,412,415,827,3.4,5.9,0.4,99,0.1
2019.11.18,00:00,23.59,Olympia,966,1035,2001,2.8,9.4,0,69,7.4
2019.11.19,00:00,23.59,Olympia,910,974,1884,0.7,6.1,0,81,1.8
2019.11.20,00:00,23.59,Olympia,854,929,1783,1.4,4.3,0,95,0.2
2019.11.21,00:00,23.59,Olympia,880,954,1834,2.7,5.7,0,100,0
2019.11.22,00:00,23.59,Olympia,814,897,1711,1.4,4.8,0,100,0
2019.11.23,00:00,23.59,Olympia,522,492,1014,-0.3,14.4,0,98,3.5
2019.11.24,00:00,23.59,Olympia,703,683,1386,3.5,11.7,0,99,1.9
2019.11.25,00:00,23.59,Olympia,908,955,1863,2.3,4.8,0,100,0
2019.11.26,00:00,23.59,Olympia,897,972,1869,3.9,11,0,96,1.8
2019.11.27,00:00,23.59,Olympia,993,1046,2039,3,10.6,0.3,93,0.2
2019.11.28,00:00,23.59,Olympia,912,961,1873,7.5,11.6,1.6,79,0.5
2019.11.29,00:00,23.59,Olympia,600,615,1215,2.3,8.8,3,99,0.1
2019.11.30,00:00,23.59,Olympia,435,430,865,-0.2,5.5,0,75,1.7
2019.11.01,00:00,23.59,Hirsch,165,160,325,2.9,10.4,2,100,0.3
2019.11.02,00:00,23.59,Hirsch,222,208,430,8.9,18.1,1.3,96,1.9
2019.11.03,00:00,23.59,Hirsch,160,157,317,7.9,12.4,1.2,98,0.2
2019.11.04,00:00,23.59,Hirsch,775,867,1642,8.7,15.1,4.7,70,4.7
2019.11.05,00:00,23.59,Hirsch,650,616,1266,3.5,10.4,0.2,88,0.4
2019.11.06,00:00,23.59,Hirsch,778,837,1615,3.7,10.1,0,79,0.9
2019.11.07,00:00,23.59,Hirsch,856,915,1771,2.3,11.4,0,56,6.6
2019.11.08,00:00,23.59,Hirsch,523,581,1104,3.6,7.1,3,100,0
2019.11.09,00:00,23.59,Hirsch,200,194,394,-0.1,7.6,0.3,74,0.4
2019.11.10,00:00,23.59,Hirsch,148,125,273,-1.7,1.6,0,83,0
2019.11.11,00:00,23.59,Hirsch,724,769,1493,-0.7,3.5,2.3,99,0.1
2019.11.12,00:00,23.59,Hirsch,624,696,1320,2,6.1,3.8,95,0
2019.11.13,00:00,23.59,Hirsch,475,523,998,1.3,5.3,1.3,86,0
2019.11.14,00:00,23.59,Hirsch,681,712,1393,-0.3,7.1,0,54,6.8
2019.11.15,00:00,23.59,Hirsch,586,647,1233,-0.2,9,0.3,93,1.3
2019.11.16,00:00,23.59,Hirsch,183,182,365,2.3,5.6,0.3,94,0
2019.11.17,00:00,23.59,Hirsch,136,124,260,3.4,5.9,0.4,99,0.1
2019.11.18,00:00,23.59,Hirsch,728,817,1545,2.8,9.4,0,69,7.4
2019.11.19,00:00,23.59,Hirsch,769,814,1583,0.7,6.1,0,81,1.8
2019.11.20,00:00,23.59,Hirsch,663,688,1351,1.4,4.3,0,95,0.2
2019.11.21,00:00,23.59,Hirsch,714,746,1460,2.7,5.7,0,100,0
2019.11.22,00:00,23.59,Hirsch,626,641,1267,1.4,4.8,0,100,0
2019.11.23,00:00,23.59,Hirsch,291,271,562,-0.3,14.4,0,98,3.5
2019.11.24,00:00,23.59,Hirsch,295,246,541,3.5,11.7,0,99,1.9
2019.11.25,00:00,23.59,Hirsch,722,781,1503,2.3,4.8,0,100,0
2019.11.26,00:00,23.59,Hirsch,749,800,1549,3.9,11,0,96,1.8
2019.11.27,00:00,23.59,Hirsch,696,726,1422,3,10.6,0.3,93,0.2
2019.11.28,00:00,23.59,Hirsch,571,630,1201,7.5,11.6,1.6,79,0.5
2019.11.29,00:00,23.59,Hirsch,451,492,943,2.3,8.8,3,99,0.1
2019.11.30,00:00,23.59,Hirsch,200,194,394,-0.2,5.5,0,75,1.7
2019.11.01,00:00,23.59,Margareten,550,522,1072,2.9,10.4,2,100,0.3
