datum,uhrzeit_start,uhrzeit_ende,zaehlstelle,richtung_1,richtung_2,gesamt,min-temp,max-temp,niederschlag,bewoelkung,sonnenstunden
2017.09.01,00:00:00,23.59,Arnulf,497,53,550,12,14.3,13,99,0
2017.09.02,00:00:00,23.59,Arnulf,359,30,389,10.4,13.7,5.7,98,0
2017.09.03,00:00:00,23.59,Arnulf,555,36,591,9.6,16.9,1.7,88,2.7
2017.09.04,00:00:00,23.59,Arnulf,1521,91,1612,6.9,20.4,0,25,11.8
2017.09.05,00:00:00,23.59,Arnulf,1488,96,1584,13.6,22.3,0.6,98,2.3
2017.09.06,00:00:00,23.59,Arnulf,1194,87,1281,13.9,21.7,1.8,91,1.9
2017.09.07,00:00:00,23.59,Arnulf,1228,79,1307,12.1,18.2,0.3,94,4
2017.09.08,00:00:00,23.59,Arnulf,1552,111,1663,10.4,20.5,0,54,8.7
2017.09.09,00:00:00,23.59,Arnulf,602,49,651,10.4,19.2,6.4,99,1
2017.09.10,00:00:00,23.59,Arnulf,446,30,476,9.6,15.3,1.3,85,0.3
2017.09.11,00:00:00,23.59,Arnulf,1602,121,1723,8.9,19.4,0,65,3.3
2017.09.12,00:00:00,23.59,Arnulf,1067,91,1158,9.9,14.4,5,96,1.6
2017.09.13,00:00:00,23.59,Arnulf,1340,85,1425,9.6,19.5,0.6,78,0.5
2017.09.14,00:00:00,23.59,Arnulf,1166,85,1251,9.1,20.1,3.8,53,2.6
2017.09.15,00:00:00,23.59,Arnulf,1476,126,1602,7.9,16.4,0.9,56,6.4
2017.09.16,00:00:00,23.59,Arnulf,458,25,483,7,12.7,3.4,99,0.3
2017.09.17,00:00:00,23.59,Arnulf,631,40,671,7.4,16.2,0.1,86,3
2017.09.18,00:00:00,23.59,Arnulf,1455,124,1579,7.5,14.9,0.3,94,4.7
2017.09.19,00:00:00,23.59,Arnulf,1382,93,1475,8.9,12.8,0.9,100,0
2017.09.20,00:00:00,23.59,Arnulf,1210,82,1292,8.5,14.5,5.8,98,0.7
2017.09.21,00:00:00,23.59,Arnulf,1591,128,1719,6.8,17.3,0,30,10.2
2017.09.22,00:00:00,23.59,Arnulf,1586,136,1722,5.4,18.4,0.1,56,5.5
2017.09.23,00:00:00,23.59,Arnulf,922,63,985,8.1,19.8,0,68,6.1
2017.09.24,00:00:00,23.59,Arnulf,814,62,876,8.9,18.8,0,76,5.9
2017.09.25,00:00:00,23.59,Arnulf,1621,109,1730,7.1,19.4,0,30,8.2
2017.09.26,00:00:00,23.59,Arnulf,1807,120,1927,7.1,19.8,0,38,8.6
2017.09.27,00:00:00,23.59,Arnulf,1734,129,1863,9.1,20.4,0,81,4.7
2017.09.28,00:00:00,23.59,Arnulf,1735,135,1870,8.4,21.1,0,78,2.9
2017.09.29,00:00:00,23.59,Arnulf,1653,121,1774,10.5,21.2,0,100,3.7
2017.09.30,00:00:00,23.59,Arnulf,868,60,928,12.9,20.5,3.6,100,0.7
2017.09.01,00:00:00,23.59,Kreuther,32,48,80,12,14.3,13,99,0
2017.09.02,00:00:00,23.59,Kreuther,18,30,48,10.4,13.7,5.7,98,0
2017.09.03,00:00:00,23.59,Kreuther,39,103,142,9.6,16.9,1.7,88,2.7
2017.09.04,00:00:00,23.59,Kreuther,164,267,431,6.9,20.4,0,25,11.8
2017.09.05,00:00:00,23.59,Kreuther,158,200,358,13.6,22.3,0.6,98,2.3
2017.09.06,00:00:00,23.59,Kreuther,99,108,207,13.9,21.7,1.8,91,1.9
2017.09.07,00:00:00,23.59,Kreuther,113,167,280,12.1,18.2,0.3,94,4
2017.09.08,00:00:00,23.59,Kreuther,126,200,326,10.4,20.5,0,54,8.7
2017.09.09,00:00:00,23.59,Kreuther,56,88,144,10.4,19.2,6.4,99,1
2017.09.10,00:00:00,23.59,Kreuther,41,45,86,9.6,15.3,1.3,85,0.3
2017.09.11,00:00:00,23.59,Kreuther,155,192,347,8.9,19.4,0,65,3.3
2017.09.12,00:00:00,23.59,Kreuther,105,152,257,9.9,14.4,5,96,1.6
2017.09.13,00:00:00,23.59,Kreuther,134,183,317,9.6,19.5,0.6,78,0.5
2017.09.14,00:00:00,23.59,Kreuther,98,150,248,9.1,20.1,3.8,53,2.6
2017.09.15,00:00:00,23.59,Kreuther,124,179,303,7.9,16.4,0.9,56,6.4
2017.09.16,00:00:00,23.59,Kreuther,38,58,96,7,12.7,3.4,99,0.3
2017.09.17,00:00:00,23.59,Kreuther,43,59,102,7.4,16.2,0.1,86,3
2017.09.18,00:00:00,23.59,Kreuther,108,166,274,7.5,14.9,0.3,94,4.7
2017.09.19,00:00:00,23.59,Kreuther,99,129,228,8.9,12.8,0.9,100,0
2017.09.20,00:00:00,23.59,Kreuther,92,151,243,8.5,14.5,5.8,98,0.7
2017.09.21,00:00:00,23.59,Kreuther,119,197,316,6.8,17.3,0,30,10.2
2017.09.22,00:00:00,23.59,Kreuther,124,188,312,5.4,18.4,0.1,56,5.5
2017.09.23,00:00:00,23.59,Kreuther,79,120,199,8.1,19.8,0,68,6.1
2017.09.24,00:00:00,23.59,Kreuther,88,124,212,8.9,18.8,0,76,5.9
2017.09.25,00:00:00,23.59,Kreuther,131,194,325,7.1,19.4,0,30,8.2
2017.09.26,00:00:00,23.59,Kreuther,149,223,372,7.1,19.8,0,38,8.6
2017.09.27,00:00:00,23.59,Kreuther,146,210,356,9.1,20.4,0,81,4.7
2017.09.28,00:00:00,23.59,Kreuther,148,214,362,8.4,21.1,0,78,2.9
2017.09.29,00:00:00,23.59,Kreuther,134,197,331,10.5,21.2,0,100,3.7
2017.09.30,00:00:00,23.59,Kreuther,70,98,168,12.9,20.5,3.6,100,0.7
2017.09.01,00:00:00,23.59,Olympia,238,213,451,12,14.3,13,99,0
2017.09.02,00:00:00,23.59,Olympia,175,165,340,10.4,13.7,5.7,98,0
2017.09.03,00:00:00,23.59,Olympia,2770,1175,3945,9.6,16.9,1.7,88,2.7
2017.09.04,00:00:00,23.59,Olympia,964,954,1918,6.9,20.4,0,25,11.8
2017.09.05,00:00:00,23.59,Olympia,929,902,1831,13.6,22.3,0.6,98,2.3
2017.09.06,00:00:00,23.59,Olympia,738,712,1450,13.9,21.7,1.8,91,1.9
2017.09.07,00:00:00,23.59,Olympia,797,776,1573,12.1,18.2,0.3,94,4
2017.09.08,00:00:00,23.59,Olympia,967,945,1912,10.4,20.5,0,54,8.7
2017.09.09,00:00:00,23.59,Olympia,578,461,1039,10.4,19.2,6.4,99,1
2017.09.10,00:00:00,23.59,Olympia,407,363,770,9.6,15.3,1.3,85,0.3
2017.09.11,00:00:00,23.59,Olympia,888,897,1785,8.9,19.4,0,65,3.3
2017.09.12,00:00:00,23.59,Olympia,1600,1067,2667,9.9,14.4,5,96,1.6
2017.09.13,00:00:00,23.59,Olympia,704,699,1403,9.6,19.5,0.6,78,0.5
2017.09.14,00:00:00,23.59,Olympia,645,581,1226,9.1,20.1,3.8,53,2.6
2017.09.15,00:00:00,23.59,Olympia,788,767,1555,7.9,16.4,0.9,56,6.4
2017.09.16,00:00:00,23.59,Olympia,296,235,531,7,12.7,3.4,99,0.3
2017.09.17,00:00:00,23.59,Olympia,542,475,1017,7.4,16.2,0.1,86,3
2017.09.18,00:00:00,23.59,Olympia,821,743,1564,7.5,14.9,0.3,94,4.7
2017.09.19,00:00:00,23.59,Olympia,800,787,1587,8.9,12.8,0.9,100,0
2017.09.20,00:00:00,23.59,Olympia,632,601,1233,8.5,14.5,5.8,98,0.7
2017.09.21,00:00:00,23.59,Olympia,934,956,1890,6.8,17.3,0,30,10.2
2017.09.22,00:00:00,23.59,Olympia,857,812,1669,5.4,18.4,0.1,56,5.5
2017.09.23,00:00:00,23.59,Olympia,641,584,1225,8.1,19.8,0,68,6.1
2017.09.24,00:00:00,23.59,Olympia,729,702,1431,8.9,18.8,0,76,5.9
2017.09.25,00:00:00,23.59,Olympia,896,894,1790,7.1,19.4,0,30,8.2
2017.09.26,00:00:00,23.59,Olympia,998,993,1991,7.1,19.8,0,38,8.6
2017.09.27,00:00:00,23.59,Olympia,979,960,1939,9.1,20.4,0,81,4.7
2017.09.28,00:00:00,23.59,Olympia,964,938,1902,8.4,21.1,0,78,2.9
2017.09.29,00:00:00,23.59,Olympia,892,904,1796,10.5,21.2,0,100,3.7
2017.09.30,00:00:00,23.59,Olympia,821,842,1663,12.9,20.5,3.6,100,0.7
2017.09.01,00:00:00,23.59,Hirsch,211,208,419,12,14.3,13,99,0
2017.09.02,00:00:00,23.59,Hirsch,100,111,211,10.4,13.7,5.7,98,0
2017.09.03,00:00:00,23.59,Hirsch,248,266,514,9.6,16.9,1.7,88,2.7
2017.09.04,00:00:00,23.59,Hirsch,1016,1028,2044,6.9,20.4,0,25,11.8
2017.09.05,00:00:00,23.59,Hirsch,967,1009,1976,13.6,22.3,0.6,98,2.3
2017.09.06,00:00:00,23.59,Hirsch,646,708,1354,13.9,21.7,1.8,91,1.9
2017.09.07,00:00:00,23.59,Hirsch,740,786,1526,12.1,18.2,0.3,94,4
2017.09.08,00:00:00,23.59,Hirsch,941,954,1895,10.4,20.5,0,54,8.7
2017.09.09,00:00:00,23.59,Hirsch,254,258,512,10.4,19.2,6.4,99,1
