datum,uhrzeit_start,uhrzeit_ende,zaehlstelle,richtung_1,richtung_2,gesamt,min-temp,max-temp,niederschlag,bewoelkung,sonnenstunden
2017.04.01,00:00:00,23.59,Arnulf,1105,34,1139,8.6,22.9,0,35,7.3
2017.04.02,00:00:00,23.59,Arnulf,908,48,956,8.3,19.8,0,21,9.8
2017.04.03,00:00:00,23.59,Arnulf,1310,90,1400,8.6,16.9,2.9,63,1.2
2017.04.04,00:00:00,23.59,Arnulf,1161,90,1251,5.7,12.9,7.2,85,1.3
2017.04.05,00:00:00,23.59,Arnulf,1238,93,1331,5.7,13.3,0,98,0.6
2017.04.06,00:00:00,23.59,Arnulf,1351,105,1456,5.1,9.3,0,95,0.9
2017.04.07,00:00:00,23.59,Arnulf,1278,101,1379,5.1,14.6,0,91,3.2
2017.04.08,00:00:00,23.59,Arnulf,1070,40,1110,4.2,18.7,0,9,11.8
2017.04.09,00:00:00,23.59,Arnulf,989,46,1035,5.8,22.2,0,4,12.4
2017.04.10,00:00:00,23.59,Arnulf,1508,109,1617,10.4,23.5,1,31,9.6
2017.04.11,00:00:00,23.59,Arnulf,1244,81,1325,4.4,13.6,0,58,5.3
2017.04.12,00:00:00,23.59,Arnulf,1494,101,1595,3.4,18.8,0,65,8.9
2017.04.13,00:00:00,23.59,Arnulf,1104,84,1188,8.8,14.6,0,91,0.3
2017.04.14,00:00:00,23.59,Arnulf,468,30,498,7.6,13.4,0,98,0.5
2017.04.15,00:00:00,23.59,Arnulf,492,31,523,7.3,15.1,1.3,95,0.7
2017.04.16,00:00:00,23.59,Arnulf,150,14,164,3.3,7.7,5.9,94,0
2017.04.17,00:00:00,23.59,Arnulf,190,11,201,2.4,8.6,8.4,96,0.4
2017.04.18,00:00:00,23.59,Arnulf,435,36,471,0.1,5.3,8.3,88,2
2017.04.19,00:00:00,23.59,Arnulf,592,47,639,0.1,4.9,0.9,95,1.3
2017.04.20,00:00:00,23.59,Arnulf,807,61,868,-1.3,6.1,0,80,3.2
2017.04.21,00:00:00,23.59,Arnulf,996,91,1087,-0.4,11.9,0,33,11.3
2017.04.22,00:00:00,23.59,Arnulf,385,24,409,3.9,11.3,1.7,78,0
2017.04.23,00:00:00,23.59,Arnulf,456,26,482,0.5,10,0,63,4.7
