datum,uhrzeit_start,uhrzeit_ende,zaehlstelle,richtung_1,richtung_2,gesamt,min-temp,max-temp,niederschlag,bewoelkung,sonnenstunden
2017.08.01,00:00:00,23.59,Arnulf,2168,133,2301,17.7,35.8,16.7,25,12.4
2017.08.02,00:00:00,23.59,Arnulf,2181,126,2307,18.3,30.7,0.1,75,9.4
2017.08.03,00:00:00,23.59,Arnulf,2245,114,2359,20,31.6,0,71,6.1
2017.08.04,00:00:00,23.59,Arnulf,2047,106,2153,20.6,28,0,100,2.4
2017.08.05,00:00:00,23.59,Arnulf,1221,45,1266,18.3,29.3,4.2,74,9.1
2017.08.06,00:00:00,23.59,Arnulf,595,44,639,13.8,19.4,1,88,0.3
2017.08.07,00:00:00,23.59,Arnulf,2068,116,2184,11.9,24.2,0,24,12.4
2017.08.08,00:00:00,23.59,Arnulf,1750,109,1859,13.5,29,16.1,71,8.5
2017.08.09,00:00:00,23.59,Arnulf,1589,85,1674,15.7,23.4,0,98,2.8
2017.08.10,00:00:00,23.59,Arnulf,1098,83,1181,11.4,17.8,19.2,94,0.1
2017.08.11,00:00:00,23.59,Arnulf,735,72,807,11,14.6,1.7,98,0
2017.08.12,00:00:00,23.59,Arnulf,632,31,663,12.1,17.6,0.3,89,0.1
2017.08.13,00:00:00,23.59,Arnulf,919,57,976,13.5,24.3,0,54,7.9
2017.08.14,00:00:00,23.59,Arnulf,1600,100,1700,13.3,27.1,0,68,13.6
2017.08.15,00:00:00,23.59,Arnulf,1061,51,1112,14.4,31.3,18.5,35,12
2017.08.16,00:00:00,23.59,Arnulf,1398,83,1481,16.6,26,0,89,6.4
2017.08.17,00:00:00,23.59,Arnulf,1866,113,1979,15.7,28.6,0,74,8.7
2017.08.18,00:00:00,23.59,Arnulf,1452,119,1571,14,22,0,75,5
2017.08.19,00:00:00,23.59,Arnulf,672,22,694,14.5,19.8,1.6,95,1.8
2017.08.20,00:00:00,23.59,Arnulf,1036,55,1091,12.1,20.6,0.2,58,9.7
2017.08.21,00:00:00,23.59,Arnulf,1519,91,1610,10.9,20.5,0,71,6.2
2017.08.22,00:00:00,23.59,Arnulf,1760,93,1853,9.2,22.6,0,38,11
2017.08.23,00:00:00,23.59,Arnulf,1871,88,1959,11.3,25.3,0,48,10.5
2017.08.24,00:00:00,23.59,Arnulf,1761,111,1872,14.9,29.2,0.3,65,11
