datum,uhrzeit_start,uhrzeit_ende,zaehlstelle,richtung_1,richtung_2,gesamt,min-temp,max-temp,niederschlag,bewoelkung,sonnenstunden
2017.07.01,00:00:00,23.59,Arnulf,1072,54,1126,14.1,23,1,88,7.2
2017.07.02,00:00:00,23.59,Arnulf,505,45,550,13.1,19,9.3,96,0.4
2017.07.03,00:00:00,23.59,Arnulf,1869,142,2011,13.4,23.7,0,76,5.6
2017.07.04,00:00:00,23.59,Arnulf,2338,138,2476,15.2,26.3,0,46,8.1
2017.07.05,00:00:00,23.59,Arnulf,2507,113,2620,14.1,30.6,0,5,14.2
2017.07.06,00:00:00,23.59,Arnulf,2429,131,2560,17.4,32.1,0,14,12.4
2017.07.07,00:00:00,23.59,Arnulf,2075,124,2199,18.5,31.9,2.7,69,5.8
2017.07.08,00:00:00,23.59,Arnulf,1153,50,1203,18.7,31.8,1.2,59,7.6
2017.07.09,00:00:00,23.59,Arnulf,783,45,828,18.1,29.5,3.9,79,3.9
2017.07.10,00:00:00,23.59,Arnulf,1831,127,1958,17.5,27.5,1.5,86,3.5
2017.07.11,00:00:00,23.59,Arnulf,2081,133,2214,16.5,24.8,0.2,75,7.6
2017.07.12,00:00:00,23.59,Arnulf,1647,94,1741,15,26.7,3.8,91,2.6
2017.07.13,00:00:00,23.59,Arnulf,2165,111,2276,13.5,23.1,0,39,12
2017.07.14,00:00:00,23.59,Arnulf,1432,103,1535,13,21.9,16.6,86,3.1
2017.07.15,00:00:00,23.59,Arnulf,1039,68,1107,12,20.2,0,81,5
2017.07.16,00:00:00,23.59,Arnulf,1085,82,1167,11.4,24.1,0,44,12.5
2017.07.17,00:00:00,23.59,Arnulf,2280,124,2404,14.8,27.5,0,33,11.3
2017.07.18,00:00:00,23.59,Arnulf,2458,113,2571,14.6,30.3,0.2,39,12.6
2017.07.19,00:00:00,23.59,Arnulf,2301,153,2454,17.6,33,0,59,10.7
2017.07.20,00:00:00,23.59,Arnulf,2009,119,2128,16.2,29.1,1.9,91,6.2
2017.07.21,00:00:00,23.59,Arnulf,2093,119,2212,15.1,29.1,0,59,10.8
2017.07.22,00:00:00,23.59,Arnulf,1402,61,1463,18,29.6,8,81,7.2
2017.07.23,00:00:00,23.59,Arnulf,850,62,912,16.1,22.6,4.1,94,1
2017.07.24,00:00:00,23.59,Arnulf,1364,92,1456,12.1,18.2,8.9,95,0.4
2017.07.25,00:00:00,23.59,Arnulf,1123,84,1207,11.9,17.5,25,95,1.3
