datum,uhrzeit_start,uhrzeit_ende,zaehlstelle,richtung_1,richtung_2,gesamt,min-temp,max-temp,niederschlag,bewoelkung,sonnenstunden
2017.05.01,00:00:00,23.59,Arnulf,361,19,380,3.4,14.3,17.8,73,4.7
2017.05.02,00:00:00,23.59,Arnulf,1092,85,1177,3.8,15.9,0,75,5.9
2017.05.03,00:00:00,23.59,Arnulf,1303,103,1406,7.7,15.1,0,90,2.3
2017.05.04,00:00:00,23.59,Arnulf,1233,87,1320,8.2,14.8,1.9,88,2.7
2017.05.05,00:00:00,23.59,Arnulf,1202,90,1292,7.7,15.5,0,65,5.4
2017.05.06,00:00:00,23.59,Arnulf,1047,39,1086,5.3,22,6.8,46,10.8
2017.05.07,00:00:00,23.59,Arnulf,267,31,298,9.2,12.7,11.5,99,0
2017.05.08,00:00:00,23.59,Arnulf,481,53,534,6.5,11.3,27.2,98,0
2017.05.09,00:00:00,23.59,Arnulf,1077,87,1164,4.8,11.2,0.5,94,1
2017.05.10,00:00:00,23.59,Arnulf,1785,92,1877,2.1,17.8,0,3,14.1
2017.05.11,00:00:00,23.59,Arnulf,1789,110,1899,6.4,23.9,0.4,46,9.6
2017.05.12,00:00:00,23.59,Arnulf,1245,97,1342,12.7,22.4,0.3,81,6.8
2017.05.13,00:00:00,23.59,Arnulf,1055,50,1105,12.6,22.4,2.8,70,7.2
2017.05.14,00:00:00,23.59,Arnulf,587,48,635,12.1,19.7,10.3,91,1.8
2017.05.15,00:00:00,23.59,Arnulf,1438,101,1539,9.9,19.3,3.4,70,4.9
2017.05.16,00:00:00,23.59,Arnulf,2012,108,2120,7.9,22.4,0,16,12.3
2017.05.17,00:00:00,23.59,Arnulf,2313,93,2406,9.7,25.5,0,1,14.6
2017.05.18,00:00:00,23.59,Arnulf,2139,137,2276,11.1,27.1,0,21,11.6
2017.05.19,00:00:00,23.59,Arnulf,1438,102,1540,7.5,24.1,12.5,50,7.9
2017.05.20,00:00:00,23.59,Arnulf,1015,38,1053,6.3,17.9,0,53,10.9
2017.05.21,00:00:00,23.59,Arnulf,852,55,907,8.5,19.9,0,44,8.5
2017.05.22,00:00:00,23.59,Arnulf,2043,108,2151,9.8,23.6,0,24,12.6
2017.05.23,00:00:00,23.59,Arnulf,2042,121,2163,12.6,25.2,0,63,8.7
2017.05.24,00:00:00,23.59,Arnulf,1800,117,1917,12.4,18.9,0.6,94,2.6
