datum,uhrzeit_start,uhrzeit_ende,zaehlstelle,richtung_1,richtung_2,gesamt,min-temp,max-temp,niederschlag,bewoelkung,sonnenstunden
2017.02.01,00:00:00,23.59,Arnulf,543,50,593,0.5,4.1,0,99,0
2017.02.02,00:00:00,23.59,Arnulf,709,79,788,-0.9,9.2,0,88,2.2
2017.02.03,00:00:00,23.59,Arnulf,658,55,713,-1,8.6,0,79,0.4
2017.02.04,00:00:00,23.59,Arnulf,384,22,406,3.6,10.1,0,74,4.5
2017.02.05,00:00:00,23.59,Arnulf,268,14,282,1.8,8.2,0,61,4.6
2017.02.06,00:00:00,23.59,Arnulf,679,57,736,1.4,3.4,0,100,0
2017.02.07,00:00:00,23.59,Arnulf,821,61,882,1.1,6.4,0,94,1.2
2017.02.08,00:00:00,23.59,Arnulf,775,51,826,-1.4,3.1,0,100,0
2017.02.09,00:00:00,23.59,Arnulf,732,57,789,-2.1,0.5,0,93,0.6
2017.02.10,00:00:00,23.59,Arnulf,640,55,695,-2.4,0.3,0,100,0
2017.02.11,00:00:00,23.59,Arnulf,379,20,399,-3.8,6.3,0,20,8.4
2017.02.12,00:00:00,23.59,Arnulf,249,14,263,-2.1,0.2,0,99,0
2017.02.13,00:00:00,23.59,Arnulf,767,59,826,-1.6,3.4,0,60,2.1
2017.02.14,00:00:00,23.59,Arnulf,853,61,914,-4.2,8.3,0,16,7.4
2017.02.15,00:00:00,23.59,Arnulf,894,62,956,-3.2,11.9,0,0,9.5
2017.02.16,00:00:00,23.59,Arnulf,1020,67,1087,-0.8,14.6,3,4,9.1
2017.02.17,00:00:00,23.59,Arnulf,450,33,483,2.3,7.2,10.8,96,0.3
2017.02.18,00:00:00,23.59,Arnulf,346,18,364,-0.6,6.2,0,70,0.3
2017.02.19,00:00:00,23.59,Arnulf,382,22,404,-2.7,8.9,1.1,53,6.8
2017.02.20,00:00:00,23.59,Arnulf,751,52,803,3.7,9.6,1.1,93,1.6
2017.02.21,00:00:00,23.59,Arnulf,567,49,616,6.6,9.6,3.4,96,0
2017.02.22,00:00:00,23.59,Arnulf,808,57,865,9.1,12.3,0.1,86,2.3
2017.02.23,00:00:00,23.59,Arnulf,974,68,1042,7.2,19,0.7,73,4.9
2017.02.24,00:00:00,23.59,Arnulf,705,50,755,1.3,11.9,0.5,90,1.6
2017.02.25,00:00:00,23.59,Arnulf,525,22,547,-0.9,9.7,0,9,9.4
2017.02.26,00:00:00,23.59,Arnulf,387,23,410,0.9,11.6,0,64,2.4
2017.02.27,00:00:00,23.59,Arnulf,946,63,1009,0.6,15.8,0,25,7.1
2017.02.28,00:00:00,23.59,Arnulf,341,36,377,1.6,9.2,14.9,79,0
2017.02.01,00:00:00,23.59,Kreuther,49,71,120,0.5,4.1,0,99,0
2017.02.02,00:00:00,23.59,Kreuther,73,75,148,-0.9,9.2,0,88,2.2
2017.02.03,00:00:00,23.59,Kreuther,60,79,139,-1,8.6,0,79,0.4
2017.02.04,00:00:00,23.59,Kreuther,37,53,90,3.6,10.1,0,74,4.5
2017.02.05,00:00:00,23.59,Kreuther,17,33,50,1.8,8.2,0,61,4.6
2017.02.06,00:00:00,23.59,Kreuther,73,95,168,1.4,3.4,0,100,0
2017.02.07,00:00:00,23.59,Kreuther,92,101,193,1.1,6.4,0,94,1.2
2017.02.08,00:00:00,23.59,Kreuther,76,100,176,-1.4,3.1,0,100,0
2017.02.09,00:00:00,23.59,Kreuther,70,81,151,-2.1,0.5,0,93,0.6
2017.02.10,00:00:00,23.59,Kreuther,56,71,127,-2.4,0.3,0,100,0
2017.02.11,00:00:00,23.59,Kreuther,40,49,89,-3.8,6.3,0,20,8.4
2017.02.12,00:00:00,23.59,Kreuther,15,30,45,-2.1,0.2,0,99,0
2017.02.13,00:00:00,23.59,Kreuther,81,83,164,-1.6,3.4,0,60,2.1
2017.02.14,00:00:00,23.59,Kreuther,95,110,205,-4.2,8.3,0,16,7.4
2017.02.15,00:00:00,23.59,Kreuther,88,126,214,-3.2,11.9,0,0,9.5
2017.02.16,00:00:00,23.59,Kreuther,101,133,234,-0.8,14.6,3,4,9.1
2017.02.17,00:00:00,23.59,Kreuther,43,54,97,2.3,7.2,10.8,96,0.3
2017.02.18,00:00:00,23.59,Kreuther,34,34,68,-0.6,6.2,0,70,0.3
2017.02.19,00:00:00,23.59,Kreuther,50,66,116,-2.7,8.9,1.1,53,6.8
2017.02.20,00:00:00,23.59,Kreuther,72,87,159,3.7,9.6,1.1,93,1.6
2017.02.21,00:00:00,23.59,Kreuther,59,64,123,6.6,9.6,3.4,96,0
2017.02.22,00:00:00,23.59,Kreuther,73,96,169,9.1,12.3,0.1,86,2.3
2017.02.23,00:00:00,23.59,Kreuther,107,130,237,7.2,19,0.7,73,4.9
2017.02.24,00:00:00,23.59,Kreuther,54,63,117,1.3,11.9,0.5,90,1.6
2017.02.25,00:00:00,23.59,Kreuther,47,67,114,-0.9,9.7,0,9,9.4
2017.02.26,00:00:00,23.59,Kreuther,25,45,70,0.9,11.6,0,64,2.4
2017.02.27,00:00:00,23.59,Kreuther,89,124,213,0.6,15.8,0,25,7.1
2017.02.28,00:00:00,23.59,Kreuther,36,40,76,1.6,9.2,14.9,79,0
2017.02.01,00:00:00,23.59,Olympia,450,464,914,0.5,4.1,0,99,0
2017.02.02,00:00:00,23.59,Olympia,489,531,1020,-0.9,9.2,0,88,2.2
2017.02.03,00:00:00,23.59,Olympia,441,471,912,-1,8.6,0,79,0.4
2017.02.04,00:00:00,23.59,Olympia,368,376,744,3.6,10.1,0,74,4.5
2017.02.05,00:00:00,23.59,Olympia,446,371,817,1.8,8.2,0,61,4.6
2017.02.06,00:00:00,23.59,Olympia,485,485,970,1.4,3.4,0,100,0
2017.02.07,00:00:00,23.59,Olympia,538,561,1099,1.1,6.4,0,94,1.2
2017.02.08,00:00:00,23.59,Olympia,515,521,1036,-1.4,3.1,0,100,0
2017.02.09,00:00:00,23.59,Olympia,482,487,969,-2.1,0.5,0,93,0.6
2017.02.10,00:00:00,23.59,Olympia,467,476,943,-2.4,0.3,0,100,0
2017.02.11,00:00:00,23.59,Olympia,368,355,723,-3.8,6.3,0,20,8.4
2017.02.12,00:00:00,23.59,Olympia,224,226,450,-2.1,0.2,0,99,0
2017.02.13,00:00:00,23.59,Olympia,531,522,1053,-1.6,3.4,0,60,2.1
2017.02.14,00:00:00,23.59,Olympia,567,601,1168,-4.2,8.3,0,16,7.4
2017.02.15,00:00:00,23.59,Olympia,638,643,1281,-3.2,11.9,0,0,9.5
2017.02.16,00:00:00,23.59,Olympia,677,669,1346,-0.8,14.6,3,4,9.1
2017.02.17,00:00:00,23.59,Olympia,325,327,652,2.3,7.2,10.8,96,0.3
2017.02.18,00:00:00,23.59,Olympia,271,306,577,-0.6,6.2,0,70,0.3
2017.02.19,00:00:00,23.59,Olympia,500,539,1039,-2.7,8.9,1.1,53,6.8
2017.02.20,00:00:00,23.59,Olympia,519,518,1037,3.7,9.6,1.1,93,1.6
2017.02.21,00:00:00,23.59,Olympia,407,404,811,6.6,9.6,3.4,96,0
2017.02.22,00:00:00,23.59,Olympia,528,559,1087,9.1,12.3,0.1,86,2.3
2017.02.23,00:00:00,23.59,Olympia,696,695,1391,7.2,19,0.7,73,4.9
2017.02.24,00:00:00,23.59,Olympia,440,473,913,1.3,11.9,0.5,90,1.6
