datum,uhrzeit_start,uhrzeit_ende,zaehlstelle,richtung_1,richtung_2,gesamt,min-temp,max-temp,niederschlag,bewoelkung,sonnenstunden
2017.12.01,00:00:00,23:59:00,Arnulf,629,51,680,-2.3,1.2,0,91,0.7
2017.12.02,00:00:00,23:59:00,Arnulf,323,28,351,-2.1,0.1,0,91,1.4
2017.12.03,00:00:00,23:59:00,Arnulf,242,20,262,-2.3,-0.6,3.3,98,0
2017.12.04,00:00:00,23:59:00,Arnulf,588,52,640,-1.6,2.3,2.1,96,0
2017.12.05,00:00:00,23:59:00,Arnulf,842,83,925,1.6,4.9,0,99,0
2017.12.06,00:00:00,23:59:00,Arnulf,963,85,1048,-0.4,2.1,0,100,0
2017.12.07,00:00:00,23:59:00,Arnulf,1051,103,1154,-1.8,9.8,1,31,8.2
2017.12.08,00:00:00,23:59:00,Arnulf,517,57,574,-0.7,8,3.6,88,0
2017.12.09,00:00:00,23:59:00,Arnulf,269,25,294,-2.6,-0.2,0,83,0.5
2017.12.10,00:00:00,23:59:00,Arnulf,148,18,166,-4.5,6.5,4.6,94,1.8
2017.12.11,00:00:00,23:59:00,Arnulf,813,57,870,2,10.6,6.5,99,0
2017.12.12,00:00:00,23:59:00,Arnulf,833,82,915,0.5,5.3,0.2,98,0
2017.12.13,00:00:00,23:59:00,Arnulf,955,98,1053,-0.8,5.2,1.8,49,6.7
2017.12.14,00:00:00,23:59:00,Arnulf,683,55,738,1.3,8.2,6.3,93,2.5
2017.12.15,00:00:00,23:59:00,Arnulf,780,64,844,1.6,6.1,0.1,68,5.3
2017.12.16,00:00:00,23:59:00,Arnulf,292,28,320,0.1,3.2,2.6,95,0.3
2017.12.17,00:00:00,23:59:00,Arnulf,168,27,195,-0.5,1.2,0.5,98,0
2017.12.18,00:00:00,23:59:00,Arnulf,739,66,805,-0.5,1.6,0,100,0
2017.12.19,00:00:00,23:59:00,Arnulf,848,71,919,-0.3,2.3,0.9,99,0.1
2017.12.20,00:00:00,23:59:00,Arnulf,808,60,868,-0.1,2.8,0.1,98,0
2017.12.21,00:00:00,23:59:00,Arnulf,684,60,744,0.8,5.3,9.3,96,0
2017.12.22,00:00:00,23:59:00,Arnulf,548,52,600,4,6,2.2,98,0
